location,parameter,dss file,dss path
TRINITY LAKE,STORAGE,forecast/simGroups/F18-04-TTSP/bc.dss,/TRINITY RIVER/TRINITY LAKE/STORAGE//1MON/APR90_WY2018v-H-2013/
TRINITY LAKE,STORAGE-CHANGE,forecast/simGroups/F18-04-TTSP/bc.dss,/TRINITY RIVER/TRINITY LAKE/STORAGE-CHANGE//1MON/APR90_WY2018v-H-2013/
TRINITY LAKE,ELEVATION (FEET),forecast/simGroups/F18-04-TTSP/bc.dss,/TRINITY RIVER/TRINITY LAKE/ELEVATION (FEET)//1MON/APR90_WY2018v-H-2013/
TRINITY LAKE,AREA (ACRES),forecast/simGroups/F18-04-TTSP/bc.dss,/TRINITY RIVER/TRINITY LAKE/AREA (ACRES)//1MON/APR90_WY2018v-H-2013/
TRINITY LAKE,FLOW-ACC-DEP,forecast/simGroups/F18-04-TTSP/bc.dss,/TRINITY RIVER/TRINITY LAKE/FLOW-ACC-DEP//1DAY/APR90_WY2018v-H-2013/
TRINITY LAKE,VOLUME-BALANCE,forecast/simGroups/F18-04-TTSP/bc.dss,/TRINITY RIVER/TRINITY LAKE/VOLUME-BALANCE//1MONTH/APR90_WY2018v-H-2013/
EF TRINITY,FLOW-IN,forecast/simGroups/F18-04-TTSP/bc.dss,/TRINITY RIVER/EF TRINITY/FLOW-IN//1DAY/APR90_WY2018v-H-2013/
STUART FORK,FLOW-IN,forecast/simGroups/F18-04-TTSP/bc.dss,/TRINITY RIVER/STUART FORK/FLOW-IN//1DAY/APR90_WY2018v-H-2013/
SWIFT CR,FLOW-IN,forecast/simGroups/F18-04-TTSP/bc.dss,/TRINITY RIVER/SWIFT CR/FLOW-IN//1DAY/APR90_WY2018v-H-2013/
TRINITY RIVER,FLOW-IN,forecast/simGroups/F18-04-TTSP/bc.dss,/TRINITY RIVER/TRINITY RIVER/FLOW-IN//1DAY/APR90_WY2018v-H-2013/
EF TRINITY,TEMP-WATER,forecast/simGroups/F18-04-TTSP/bc.dss,/TRINITY RIVER/EF TRINITY/TEMP-WATER//1HOUR/APR90_WY2018v-H-2013/
STUART FORK,TEMP-WATER,forecast/simGroups/F18-04-TTSP/bc.dss,/TRINITY RIVER/STUART FORK/TEMP-WATER//1HOUR/APR90_WY2018v-H-2013/
SWIFT CR,TEMP-WATER,forecast/simGroups/F18-04-TTSP/bc.dss,/TRINITY RIVER/SWIFT CR/TEMP-WATER//1HOUR/APR90_WY2018v-H-2013/
TRINITY RIVER,TEMP-WATER,forecast/simGroups/F18-04-TTSP/bc.dss,/TRINITY RIVER/TRINITY RIVER/TEMP-WATER//1HOUR/APR90_WY2018v-H-2013/
WHISKEYTOWN LAKE,INFLOW,forecast/simGroups/F18-04-TTSP/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/INFLOW//1MON/APR90_WY2018v-H-2013/
Whiskeytown,FLOW-IN,forecast/simGroups/F18-04-TTSP/bc.dss,//Whiskeytown/FLOW-IN//1DAY/APR90_WY2018v-H-2013/
WHISKEYTOWN LAKE,VOLUME-EST EVAPORATION,forecast/simGroups/F18-04-TTSP/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/VOLUME-EST EVAPORATION//1MON/APR90_WY2018v-H-2013/
WHISKEYTOWN LAKE,TOTAL RELEASE,forecast/simGroups/F18-04-TTSP/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/TOTAL RELEASE//1MON/APR90_WY2018v-H-2013/
WHISKEYTOWN LAKE,SPRING CR.,forecast/simGroups/F18-04-TTSP/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/SPRING CR.//1MON/APR90_WY2018v-H-2013/
SPRING CREEK,FLOW-PP,forecast/simGroups/F18-04-TTSP/bc.dss,//SPRING CREEK/FLOW-PP//1HOUR/APR90_WY2018v-H-2013/
WHISKEYTOWN LAKE,STORAGE,forecast/simGroups/F18-04-TTSP/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/STORAGE//1MON/APR90_WY2018v-H-2013/
WHISKEYTOWN LAKE,STORAGE-CHANGE,forecast/simGroups/F18-04-TTSP/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/STORAGE-CHANGE//1MON/APR90_WY2018v-H-2013/
WHISKEYTOWN LAKE,ELEVATION (FEET),forecast/simGroups/F18-04-TTSP/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/ELEVATION (FEET)//1MON/APR90_WY2018v-H-2013/
WHISKEYTOWN LAKE,AREA (ACRES),forecast/simGroups/F18-04-TTSP/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/AREA (ACRES)//1MON/APR90_WY2018v-H-2013/
WHISKEYTOWN LAKE,FLOW-CLEAR CREEK-CFS,forecast/simGroups/F18-04-TTSP/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/FLOW-CLEAR CREEK-CFS//1MON/APR90_WY2018v-H-2013/
WHISKEYTOWN DAM,CLEAR CREEK-TAF,forecast/simGroups/F18-04-TTSP/bc.dss,/CLEAR CREEK/WHISKEYTOWN DAM/CLEAR CREEK-TAF//1MON/APR90_WY2018v-H-2013/
WHISKEYTOWN DAM,FLOW-RELEASE,forecast/simGroups/F18-04-TTSP/bc.dss,/CLEAR CREEK/WHISKEYTOWN DAM/FLOW-RELEASE//1HOUR/APR90_WY2018v-H-2013/
WHISKEYTOWN LAKE,CC AFRP,forecast/simGroups/F18-04-TTSP/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/CC AFRP//1MON/APR90_WY2018v-H-2013/
WHISKEYTOWN LAKE,FLOW-ACC-DEP,forecast/simGroups/F18-04-TTSP/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/FLOW-ACC-DEP//1DAY/APR90_WY2018v-H-2013/
WHISKEYTOWN LAKE,VOLUME-BALANCE,forecast/simGroups/F18-04-TTSP/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/VOLUME-BALANCE//1MONTH/APR90_WY2018v-H-2013/
SHASTA LAKE,INFLOW,forecast/simGroups/F18-04-TTSP/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/INFLOW//1MON/APR90_WY2018v-H-2013/
SHASTA,FLOW-IN,forecast/simGroups/F18-04-TTSP/bc.dss,//SHASTA/FLOW-IN//1DAY/APR90_WY2018v-H-2013/
SHASTA LAKE,VOLUME-EST EVAPORATION,forecast/simGroups/F18-04-TTSP/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/VOLUME-EST EVAPORATION//1MON/APR90_WY2018v-H-2013/
SHASTA LAKE,TOTAL SHASTA RELEASE,forecast/simGroups/F18-04-TTSP/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/TOTAL SHASTA RELEASE//1MON/APR90_WY2018v-H-2013/
SHASTA,FLOW-RELEASE,forecast/simGroups/F18-04-TTSP/bc.dss,//SHASTA/FLOW-RELEASE//1HOUR/APR90_WY2018v-H-2013/
SHASTA LAKE,FLOW-KESWICK-CFS,forecast/simGroups/F18-04-TTSP/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/FLOW-KESWICK-CFS//1MON/APR90_WY2018v-H-2013/
SHASTA LAKE,KESWICK-TAF,forecast/simGroups/F18-04-TTSP/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/KESWICK-TAF//1MON/APR90_WY2018v-H-2013/
SHASTA LAKE,FLOW-KESWICK TARGET (CFS),forecast/simGroups/F18-04-TTSP/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/FLOW-KESWICK TARGET (CFS)//1MON/APR90_WY2018v-H-2013/
SHASTA LAKE,STORAGE,forecast/simGroups/F18-04-TTSP/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/STORAGE//1MON/APR90_WY2018v-H-2013/
SHASTA LAKE,STORAGE-CHANGE,forecast/simGroups/F18-04-TTSP/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/STORAGE-CHANGE//1MON/APR90_WY2018v-H-2013/
SHASTA LAKE,ELEVATION (FEET),forecast/simGroups/F18-04-TTSP/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/ELEVATION (FEET)//1MON/APR90_WY2018v-H-2013/
SHASTA LAKE,AREA (ACRES),forecast/simGroups/F18-04-TTSP/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/AREA (ACRES)//1MON/APR90_WY2018v-H-2013/
SHASTA LAKE,FLOW-WILKIN'S TARGET (CFS),forecast/simGroups/F18-04-TTSP/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/FLOW-WILKIN'S TARGET (CFS)//1MON/APR90_WY2018v-H-2013/
SHASTA LAKE,FLOW-KESWICK TO WILKINS ACC-DEP (CFS),forecast/simGroups/F18-04-TTSP/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/FLOW-KESWICK TO WILKINS ACC-DEP (CFS)//1MON/APR90_WY2018v-H-2013/
SHASTA LAKE,FLOW-FLOW@WILKIN'S SLOUGH (CFS),forecast/simGroups/F18-04-TTSP/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/FLOW-FLOW@WILKIN'S SLOUGH (CFS)//1MON/APR90_WY2018v-H-2013/
SHASTA LAKE,SAC AFRP,forecast/simGroups/F18-04-TTSP/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/SAC AFRP//1MON/APR90_WY2018v-H-2013/
SHASTA LAKE,FLOW-ACC-DEP,forecast/simGroups/F18-04-TTSP/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/FLOW-ACC-DEP//1DAY/APR90_WY2018v-H-2013/
SHASTA LAKE,VOLUME-BALANCE,forecast/simGroups/F18-04-TTSP/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/VOLUME-BALANCE//1MONTH/APR90_WY2018v-H-2013/
Shasta-Sac-in,FLOW-IN,forecast/simGroups/F18-04-TTSP/bc.dss,//Shasta-Sac-in/FLOW-IN//1DAY/APR90_WY2018v-H-2013/
Shasta-Pit-in,FLOW-IN,forecast/simGroups/F18-04-TTSP/bc.dss,//Shasta-Pit-in/FLOW-IN//1DAY/APR90_WY2018v-H-2013/
Shasta-McCloud-in,FLOW-IN,forecast/simGroups/F18-04-TTSP/bc.dss,//Shasta-McCloud-in/FLOW-IN//1DAY/APR90_WY2018v-H-2013/
Shasta-Sulanharas-in,FLOW-IN,forecast/simGroups/F18-04-TTSP/bc.dss,//Shasta-Sulanharas-in/FLOW-IN//1DAY/APR90_WY2018v-H-2013/
Shasta-Sac-in,TEMP-WATER,forecast/simGroups/F18-04-TTSP/bc.dss,//Shasta-Sac-in/TEMP-WATER//1HOUR/APR90_WY2018v-H-2013/
Shasta-Pit-in,TEMP-WATER,forecast/simGroups/F18-04-TTSP/bc.dss,//Shasta-Pit-in/TEMP-WATER//1HOUR/APR90_WY2018v-H-2013/
Shasta-McCloud-in,TEMP-WATER,forecast/simGroups/F18-04-TTSP/bc.dss,//Shasta-McCloud-in/TEMP-WATER//1HOUR/APR90_WY2018v-H-2013/
IGO,FLOW-BALANCE,forecast/simGroups/F18-04-TTSP/bc.dss,//IGO/FLOW-BALANCE/01Jan3000/1DAY/APR90_WY2018v-H-2013/
SHARON AVE (11370700),FLOW,forecast/simGroups/F18-04-TTSP/bc.dss,/ANDERSON-COTTONWOOD CANAL/SHARON AVE (11370700)/FLOW/01Jan3000/1DAY/APR90_WY2018v-H-2013/
BATTLE_CREEK,FLOW-IN,forecast/simGroups/F18-04-TTSP/bc.dss,/USBR/BATTLE_CREEK/FLOW-IN/01Jan3000/1DAY/APR90_WY2018v-H-2013/
BATTLE_CREEK,TEMP-IN,forecast/simGroups/F18-04-TTSP/bc.dss,/USBR/BATTLE_CREEK/TEMP-IN/01Jan3000/1DAY/APR90_WY2018v-H-2013/
CLEAR CREEK WHI INFLOW ADJUSTED,TEMP-WATER,forecast/simGroups/F18-04-TTSP/bc.dss,/USBR/CLEAR CREEK WHI INFLOW ADJUSTED/TEMP-WATER/01Jan3000/1DAY/APR90_WY2018v-H-2013/
COTTONWOOD_CREEK,FLOW-IN,forecast/simGroups/F18-04-TTSP/bc.dss,/USBR/COTTONWOOD_CREEK/FLOW-IN/01Jan3000/1DAY/APR90_WY2018v-H-2013/
COTTONWOOD_CREEK,TEMP-IN,forecast/simGroups/F18-04-TTSP/bc.dss,/USBR/COTTONWOOD_CREEK/TEMP-IN/01Jan3000/1DAY/APR90_WY2018v-H-2013/
COW_CREEK,FLOW-IN,forecast/simGroups/F18-04-TTSP/bc.dss,/USBR/COW_CREEK/FLOW-IN/01Jan3000/1DAY/APR90_WY2018v-H-2013/
COW_CREEK,TEMP-IN,forecast/simGroups/F18-04-TTSP/bc.dss,/USBR/COW_CREEK/TEMP-IN/01Jan3000/1DAY/APR90_WY2018v-H-2013/
TRINITY R BROWNS CK,FLOW,forecast/simGroups/F18-04-TTSP/bc.dss,/USBR/TRINITY R BROWNS CK/FLOW/01Jan3000/1DAY/APR90_WY2018v-H-2013/
TRINITY R BROWNS CK,TEMP-WATER,forecast/simGroups/F18-04-TTSP/bc.dss,/USBR/TRINITY R BROWNS CK/TEMP-WATER/01Jan3000/1DAY/APR90_WY2018v-H-2013/
TRINITY R CANYON CK,FLOW,forecast/simGroups/F18-04-TTSP/bc.dss,/USBR/TRINITY R CANYON CK/FLOW/01Jan3000/1DAY/APR90_WY2018v-H-2013/
TRINITY R CANYON CK,TEMP-WATER,forecast/simGroups/F18-04-TTSP/bc.dss,/USBR/TRINITY R CANYON CK/TEMP-WATER/01Jan3000/1DAY/APR90_WY2018v-H-2013/
TRINITY R GRASS VALLEY CK,FLOW,forecast/simGroups/F18-04-TTSP/bc.dss,/USBR/TRINITY R GRASS VALLEY CK/FLOW/01Jan3000/1DAY/APR90_WY2018v-H-2013/
TRINITY R GRASS VALLEY CK,TEMP-WATER,forecast/simGroups/F18-04-TTSP/bc.dss,/USBR/TRINITY R GRASS VALLEY CK/TEMP-WATER/01Jan3000/1DAY/APR90_WY2018v-H-2013/
TRINITY R INDIAN CK,FLOW,forecast/simGroups/F18-04-TTSP/bc.dss,/USBR/TRINITY R INDIAN CK/FLOW/01Jan3000/1DAY/APR90_WY2018v-H-2013/
TRINITY R INDIAN CK,TEMP-WATER,forecast/simGroups/F18-04-TTSP/bc.dss,/USBR/TRINITY R INDIAN CK/TEMP-WATER/01Jan3000/1DAY/APR90_WY2018v-H-2013/
TRINITY R READING CK,FLOW,forecast/simGroups/F18-04-TTSP/bc.dss,/USBR/TRINITY R READING CK/FLOW/01Jan3000/1DAY/APR90_WY2018v-H-2013/
TRINITY R READING CK,TEMP-WATER,forecast/simGroups/F18-04-TTSP/bc.dss,/USBR/TRINITY R READING CK/TEMP-WATER/01Jan3000/1DAY/APR90_WY2018v-H-2013/
TRINITY R RUSH CK,FLOW,forecast/simGroups/F18-04-TTSP/bc.dss,/USBR/TRINITY R RUSH CK/FLOW/01Jan3000/1DAY/APR90_WY2018v-H-2013/
TRINITY R RUSH CK,TEMP-WATER,forecast/simGroups/F18-04-TTSP/bc.dss,/USBR/TRINITY R RUSH CK/TEMP-WATER/01Jan3000/1DAY/APR90_WY2018v-H-2013/
TRINITY R WEAVER CK,FLOW,forecast/simGroups/F18-04-TTSP/bc.dss,/USBR/TRINITY R WEAVER CK/FLOW/01Jan3000/1DAY/APR90_WY2018v-H-2013/
TRINITY R WEAVER CK,TEMP-WATER,forecast/simGroups/F18-04-TTSP/bc.dss,/USBR/TRINITY R WEAVER CK/TEMP-WATER/01Jan3000/1DAY/APR90_WY2018v-H-2013/
CLEAR CR ABOVE JCR INFLOW,FLOW,forecast/simGroups/F18-04-TTSP/bc.dss,/USBR-LINEARINTERP/CLEAR CR ABOVE JCR INFLOW/FLOW/01Jan3000/1DAY/APR90_WY2018v-H-2013/
ZERO-BY-DAY,FLOW-ZERO,forecast/simGroups/F18-04-TTSP/bc.dss,//ZERO-BY-DAY/FLOW-ZERO//1DAY/APR90_WY2018v-H-2013/
ZERO-BY-HOUR,FLOW-ZERO,forecast/simGroups/F18-04-TTSP/bc.dss,//ZERO-BY-HOUR/FLOW-ZERO//1Hour/APR90_WY2018v-H-2013/
ZERO-BY-HOUR,GATES-ZERO,forecast/simGroups/F18-04-TTSP/bc.dss,//ZERO-BY-HOUR/GATES-ZERO//1Hour/APR90_WY2018v-H-2013/
ONE-BY-HOUR,GATES-ONE,forecast/simGroups/F18-04-TTSP/bc.dss,//ONE-BY-HOUR/GATES-ONE//1Hour/APR90_WY2018v-H-2013/
FIVE-BY-HOUR,GATES-FIVE,forecast/simGroups/F18-04-TTSP/bc.dss,//FIVE-BY-HOUR/GATES-FIVE//1Hour/APR90_WY2018v-H-2013/
