Constituent,Julian_day,Depth,Elevation,Seg_52 ,Elevation,
Temperature,     1.000,    71.869,   593.877,      12.100,
Temperature,     1.000,    72.869,   592.877,      11.900,
Temperature,     1.000,    73.869,   591.877,      11.800,
Temperature,     1.000,    74.869,   590.877,      11.600,
Temperature,     1.042,     0.684,   665.061,      22.625,
Temperature,     1.042,     1.868,   663.877,      22.625,
Temperature,     1.042,     2.868,   662.877,      22.625,
Temperature,     1.042,     3.868,   661.877,      22.625,
Temperature,     1.042,     4.868,   660.877,      22.625,
Temperature,     1.042,     5.868,   659.877,      22.625,
Temperature,     1.042,     6.868,   658.877,      22.625,
Temperature,     1.042,     7.868,   657.877,      22.625,
Temperature,     1.042,     8.868,   656.877,      22.613,
Temperature,     1.042,     9.868,   655.877,      22.601,
Temperature,     1.042,    10.868,   654.877,      22.601,
Temperature,     1.042,    11.868,   653.877,      22.601,
Temperature,     1.042,    12.868,   652.877,      22.601,
Temperature,     1.042,    13.868,   651.877,      22.601,
Temperature,     1.042,    14.868,   650.877,      22.601,
Temperature,     1.042,    15.868,   649.877,      22.601,
Temperature,     1.042,    16.868,   648.877,      22.601,
Temperature,     1.042,    17.868,   647.877,      22.520,
Temperature,     1.042,    18.868,   646.877,      22.501,
Temperature,     1.042,    19.868,   645.877,      22.500,
Temperature,     1.042,    20.868,   644.877,      22.500,
Temperature,     1.042,    21.868,   643.877,      22.500,
Temperature,     1.042,    22.868,   642.877,      22.500,
Temperature,     1.042,    23.868,   641.877,      22.500,
Temperature,     1.042,    24.868,   640.877,      22.500,
Temperature,     1.042,    25.868,   639.877,      22.500,
Temperature,     1.042,    26.868,   638.877,      22.500,
Temperature,     1.042,    27.868,   637.877,      22.500,
Temperature,     1.042,    28.868,   636.877,      22.410,
Temperature,     1.042,    29.868,   635.877,      22.401,
Temperature,     1.042,    30.868,   634.877,      22.401,
Temperature,     1.042,    31.868,   633.877,      22.401,
Temperature,     1.042,    32.868,   632.877,      22.401,
Temperature,     1.042,    33.868,   631.877,      22.225,
Temperature,     1.042,    34.868,   630.877,      21.824,
Temperature,     1.042,    35.868,   629.877,      21.646,
Temperature,     1.042,    36.868,   628.877,      19.995,
Temperature,     1.042,    37.868,   627.877,      18.846,
Temperature,     1.042,    38.868,   626.877,      18.415,
Temperature,     1.042,    39.868,   625.877,      18.211,
Temperature,     1.042,    40.868,   624.877,      17.913,
Temperature,     1.042,    41.868,   623.877,      17.712,
Temperature,     1.042,    42.868,   622.877,      17.315,
Temperature,     1.042,    43.868,   621.877,      17.111,
Temperature,     1.042,    44.868,   620.877,      16.714,
Temperature,     1.042,    45.868,   619.877,      16.513,
Temperature,     1.042,    46.868,   618.877,      15.918,
Temperature,     1.042,    47.868,   617.877,      15.708,
Temperature,     1.042,    48.868,   616.877,      15.311,
Temperature,     1.042,    49.868,   615.877,      15.105,
Temperature,     1.042,    50.868,   614.877,      15.004,
Temperature,     1.042,    51.868,   613.877,      14.806,
Temperature,     1.042,    52.868,   612.877,      14.604,
Temperature,     1.042,    53.868,   611.877,      14.502,
Temperature,     1.042,    54.868,   610.877,      14.403,
Temperature,     1.042,    55.868,   609.877,      14.204,
Temperature,     1.042,    56.868,   608.877,      14.103,
Temperature,     1.042,    57.868,   607.877,      13.805,
Temperature,     1.042,    58.868,   606.877,      13.701,
Temperature,     1.042,    59.868,   605.877,      13.602,
Temperature,     1.042,    60.868,   604.877,      13.502,
Temperature,     1.042,    61.868,   603.877,      13.303,
Temperature,     1.042,    62.868,   602.877,      13.201,
Temperature,     1.042,    63.868,   601.877,      13.101,
Temperature,     1.042,    64.868,   600.877,      13.101,
Temperature,     1.042,    65.868,   599.877,      12.902,
Temperature,     1.042,    66.868,   598.877,      12.800,
Temperature,     1.042,    67.868,   597.877,      12.800,
Temperature,     1.042,    68.868,   596.877,      12.601,
Temperature,     1.042,    69.868,   595.877,      12.500,
Temperature,     1.042,    70.868,   594.877,      12.301,
Temperature,     1.042,    71.868,   593.877,      12.100,
Temperature,     1.042,    72.868,   592.877,      11.900,
Temperature,     1.042,    73.868,   591.877,      11.800,
Temperature,     1.042,    74.868,   590.877,      11.600,
Temperature,     1.089,     0.681,   665.058,      22.574,
Temperature,     1.089,     1.862,   663.877,      22.574,
Temperature,     1.089,     2.862,   662.877,      22.574,
Temperature,     1.089,     3.862,   661.877,      22.574,
Temperature,     1.089,     4.862,   660.877,      22.574,
Temperature,     1.089,     5.862,   659.877,      22.574,
Temperature,     1.089,     6.862,   658.877,      22.574,
Temperature,     1.089,     7.862,   657.877,      22.574,
Temperature,     1.089,     8.862,   656.877,      22.574,
Temperature,     1.089,     9.862,   655.877,      22.574,
Temperature,     1.089,    10.862,   654.877,      22.574,
Temperature,     1.089,    11.862,   653.877,      22.574,
Temperature,     1.089,    12.862,   652.877,      22.574,
Temperature,     1.089,    13.862,   651.877,      22.574,
Temperature,     1.089,    14.862,   650.877,      22.574,
Temperature,     1.089,    15.862,   649.877,      22.574,
Temperature,     1.089,    16.862,   648.877,      22.574,
Temperature,     1.089,    17.862,   647.877,      22.550,
Temperature,     1.089,    18.862,   646.877,      22.509,
Temperature,     1.089,    19.862,   645.877,      22.501,
Temperature,     1.089,    20.862,   644.877,      22.501,
Temperature,     1.089,    21.862,   643.877,      22.501,
Temperature,     1.089,    22.862,   642.877,      22.501,
Temperature,     1.089,    23.862,   641.877,      22.501,
Temperature,     1.089,    24.862,   640.877,      22.501,
Temperature,     1.089,    25.862,   639.877,      22.501,
Temperature,     1.089,    26.862,   638.877,      22.501,
Temperature,     1.089,    27.862,   637.877,      22.501,
Temperature,     1.089,    28.862,   636.877,      22.431,
Temperature,     1.089,    29.862,   635.877,      22.403,
Temperature,     1.089,    30.862,   634.877,      22.403,
Temperature,     1.089,    31.862,   633.877,      22.403,
Temperature,     1.089,    32.862,   632.877,      22.403,
Temperature,     1.089,    33.862,   631.877,      22.300,
Temperature,     1.089,    34.862,   630.877,      21.905,
Temperature,     1.089,    35.862,   629.877,      21.807,
Temperature,     1.089,    36.862,   628.877,      20.351,
Temperature,     1.089,    37.862,   627.877,      19.045,
Temperature,     1.089,    38.862,   626.877,      18.482,
Temperature,     1.089,    39.862,   625.877,      18.256,
Temperature,     1.089,    40.862,   624.877,      17.965,
Temperature,     1.089,    41.862,   623.877,      17.763,
Temperature,     1.089,    42.862,   622.877,      17.376,
Temperature,     1.089,    43.862,   621.877,      17.157,
Temperature,     1.089,    44.862,   620.877,      16.770,
Temperature,     1.089,    45.862,   619.877,      16.567,
Temperature,     1.089,    46.862,   618.877,      15.992,
Temperature,     1.089,    47.862,   617.877,      15.747,
Temperature,     1.089,    48.862,   616.877,      15.359,
Temperature,     1.089,    49.862,   615.877,      15.126,
Temperature,     1.089,    50.862,   614.877,      15.020,
Temperature,     1.089,    51.862,   613.877,      14.831,
Temperature,     1.089,    52.862,   612.877,      14.624,
Temperature,     1.089,    53.862,   611.877,      14.513,
Temperature,     1.089,    54.862,   610.877,      14.417,
Temperature,     1.089,    55.862,   609.877,      14.221,
Temperature,     1.089,    56.862,   608.877,      14.119,
Temperature,     1.089,    57.862,   607.877,      13.826,
Temperature,     1.089,    58.862,   606.877,      13.709,
Temperature,     1.089,    59.862,   605.877,      13.609,
Temperature,     1.089,    60.862,   604.877,      13.511,
Temperature,     1.089,    61.862,   603.877,      13.313,
Temperature,     1.089,    62.862,   602.877,      13.207,
Temperature,     1.089,    63.862,   601.877,      13.104,
Temperature,     1.089,    64.862,   600.877,      13.103,
Temperature,     1.089,    65.862,   599.877,      12.910,
Temperature,     1.089,    66.862,   598.877,      12.802,
Temperature,     1.089,    67.862,   597.877,      12.802,
Temperature,     1.089,    68.862,   596.877,      12.606,
Temperature,     1.089,    69.862,   595.877,      12.503,
Temperature,     1.089,    70.862,   594.877,      12.303,
Temperature,     1.089,    71.862,   593.877,      12.102,
Temperature,     1.089,    72.862,   592.877,      11.901,
Temperature,     1.089,    73.862,   591.877,      11.800,
Temperature,     1.089,    74.862,   590.877,      11.601,
Temperature,     1.125,     0.681,   665.058,      22.536,
Temperature,     1.125,     1.863,   663.877,      22.536,
Temperature,     1.125,     2.863,   662.877,      22.536,
Temperature,     1.125,     3.863,   661.877,      22.536,
Temperature,     1.125,     4.863,   660.877,      22.536,
Temperature,     1.125,     5.863,   659.877,      22.536,
Temperature,     1.125,     6.863,   658.877,      22.536,
Temperature,     1.125,     7.863,   657.877,      22.536,
Temperature,     1.125,     8.863,   656.877,      22.536,
Temperature,     1.125,     9.863,   655.877,      22.536,
Temperature,     1.125,    10.863,   654.877,      22.536,
Temperature,     1.125,    11.863,   653.877,      22.536,
Temperature,     1.125,    12.863,   652.877,      22.536,
Temperature,     1.125,    13.863,   651.877,      22.536,
Temperature,     1.125,    14.863,   650.877,      22.536,
Temperature,     1.125,    15.863,   649.877,      22.536,
Temperature,     1.125,    16.863,   648.877,      22.536,
Temperature,     1.125,    17.863,   647.877,      22.536,
Temperature,     1.125,    18.863,   646.877,      22.527,
Temperature,     1.125,    19.863,   645.877,      22.505,
Temperature,     1.125,    20.863,   644.877,      22.502,
Temperature,     1.125,    21.863,   643.877,      22.502,
Temperature,     1.125,    22.863,   642.877,      22.502,
Temperature,     1.125,    23.863,   641.877,      22.502,
Temperature,     1.125,    24.863,   640.877,      22.502,
Temperature,     1.125,    25.863,   639.877,      22.502,
Temperature,     1.125,    26.863,   638.877,      22.502,
Temperature,     1.125,    27.863,   637.877,      22.502,
Temperature,     1.125,    28.863,   636.877,      22.451,
Temperature,     1.125,    29.863,   635.877,      22.408,
Temperature,     1.125,    30.863,   634.877,      22.404,
Temperature,     1.125,    31.863,   633.877,      22.404,
Temperature,     1.125,    32.863,   632.877,      22.404,
Temperature,     1.125,    33.863,   631.877,      22.346,
Temperature,     1.125,    34.863,   630.877,      21.958,
Temperature,     1.125,    35.863,   629.877,      21.899,
Temperature,     1.125,    36.863,   628.877,      20.565,
Temperature,     1.125,    37.863,   627.877,      19.182,
Temperature,     1.125,    38.863,   626.877,      18.530,
Temperature,     1.125,    39.863,   625.877,      18.282,
Temperature,     1.125,    40.863,   624.877,      17.993,
Temperature,     1.125,    41.863,   623.877,      17.790,
Temperature,     1.125,    42.863,   622.877,      17.409,
Temperature,     1.125,    43.863,   621.877,      17.182,
Temperature,     1.125,    44.863,   620.877,      16.798,
Temperature,     1.125,    45.863,   619.877,      16.594,
Temperature,     1.125,    46.863,   618.877,      16.029,
Temperature,     1.125,    47.863,   617.877,      15.768,
Temperature,     1.125,    48.863,   616.877,      15.384,
Temperature,     1.125,    49.863,   615.877,      15.138,
Temperature,     1.125,    50.863,   614.877,      15.029,
Temperature,     1.125,    51.863,   613.877,      14.844,
Temperature,     1.125,    52.863,   612.877,      14.634,
Temperature,     1.125,    53.863,   611.877,      14.518,
Temperature,     1.125,    54.863,   610.877,      14.424,
Temperature,     1.125,    55.863,   609.877,      14.229,
Temperature,     1.125,    56.863,   608.877,      14.126,
Temperature,     1.125,    57.863,   607.877,      13.836,
Temperature,     1.125,    58.863,   606.877,      13.712,
Temperature,     1.125,    59.863,   605.877,      13.612,
Temperature,     1.125,    60.863,   604.877,      13.516,
Temperature,     1.125,    61.863,   603.877,      13.318,
Temperature,     1.125,    62.863,   602.877,      13.209,
Temperature,     1.125,    63.863,   601.877,      13.105,
Temperature,     1.125,    64.863,   600.877,      13.105,
Temperature,     1.125,    65.863,   599.877,      12.913,
Temperature,     1.125,    66.863,   598.877,      12.803,
Temperature,     1.125,    67.863,   597.877,      12.803,
Temperature,     1.125,    68.863,   596.877,      12.608,
Temperature,     1.125,    69.863,   595.877,      12.504,
Temperature,     1.125,    70.863,   594.877,      12.305,
Temperature,     1.125,    71.863,   593.877,      12.103,
Temperature,     1.125,    72.863,   592.877,      11.901,
Temperature,     1.125,    73.863,   591.877,      11.800,
Temperature,     1.125,    74.863,   590.877,      11.601,
Temperature,     1.167,     0.682,   665.059,      22.499,
Temperature,     1.167,     1.863,   663.877,      22.499,
Temperature,     1.167,     2.863,   662.877,      22.499,
Temperature,     1.167,     3.863,   661.877,      22.499,
Temperature,     1.167,     4.863,   660.877,      22.499,
Temperature,     1.167,     5.863,   659.877,      22.499,
Temperature,     1.167,     6.863,   658.877,      22.499,
Temperature,     1.167,     7.863,   657.877,      22.499,
Temperature,     1.167,     8.863,   656.877,      22.499,
Temperature,     1.167,     9.863,   655.877,      22.499,
Temperature,     1.167,    10.863,   654.877,      22.499,
Temperature,     1.167,    11.863,   653.877,      22.499,
Temperature,     1.167,    12.863,   652.877,      22.499,
Temperature,     1.167,    13.863,   651.877,      22.499,
Temperature,     1.167,    14.863,   650.877,      22.499,
Temperature,     1.167,    15.863,   649.877,      22.499,
Temperature,     1.167,    16.863,   648.877,      22.499,
Temperature,     1.167,    17.863,   647.877,      22.499,
Temperature,     1.167,    18.863,   646.877,      22.499,
Temperature,     1.167,    19.863,   645.877,      22.499,
Temperature,     1.167,    20.863,   644.877,      22.499,
Temperature,     1.167,    21.863,   643.877,      22.499,
Temperature,     1.167,    22.863,   642.877,      22.502,
Temperature,     1.167,    23.863,   641.877,      22.502,
Temperature,     1.167,    24.863,   640.877,      22.502,
Temperature,     1.167,    25.863,   639.877,      22.502,
Temperature,     1.167,    26.863,   638.877,      22.502,
Temperature,     1.167,    27.863,   637.877,      22.502,
Temperature,     1.167,    28.863,   636.877,      22.473,
Temperature,     1.167,    29.863,   635.877,      22.420,
Temperature,     1.167,    30.863,   634.877,      22.406,
Temperature,     1.167,    31.863,   633.877,      22.405,
Temperature,     1.167,    32.863,   632.877,      22.405,
Temperature,     1.167,    33.863,   631.877,      22.390,
Temperature,     1.167,    34.863,   630.877,      22.014,
Temperature,     1.167,    35.863,   629.877,      21.979,
Temperature,     1.167,    36.863,   628.877,      20.755,
Temperature,     1.167,    37.863,   627.877,      19.307,
Temperature,     1.167,    38.863,   626.877,      18.573,
Temperature,     1.167,    39.863,   625.877,      18.301,
Temperature,     1.167,    40.863,   624.877,      18.012,
Temperature,     1.167,    41.863,   623.877,      17.807,
Temperature,     1.167,    42.863,   622.877,      17.428,
Temperature,     1.167,    43.863,   621.877,      17.196,
Temperature,     1.167,    44.863,   620.877,      16.813,
Temperature,     1.167,    45.863,   619.877,      16.607,
Temperature,     1.167,    46.863,   618.877,      16.046,
Temperature,     1.167,    47.863,   617.877,      15.776,
Temperature,     1.167,    48.863,   616.877,      15.393,
Temperature,     1.167,    49.863,   615.877,      15.143,
Temperature,     1.167,    50.863,   614.877,      15.031,
Temperature,     1.167,    51.863,   613.877,      14.848,
Temperature,     1.167,    52.863,   612.877,      14.637,
Temperature,     1.167,    53.863,   611.877,      14.520,
Temperature,     1.167,    54.863,   610.877,      14.426,
Temperature,     1.167,    55.863,   609.877,      14.231,
Temperature,     1.167,    56.863,   608.877,      14.128,
Temperature,     1.167,    57.863,   607.877,      13.838,
Temperature,     1.167,    58.863,   606.877,      13.713,
Temperature,     1.167,    59.863,   605.877,      13.613,
Temperature,     1.167,    60.863,   604.877,      13.516,
Temperature,     1.167,    61.863,   603.877,      13.319,
Temperature,     1.167,    62.863,   602.877,      13.209,
Temperature,     1.167,    63.863,   601.877,      13.105,
Temperature,     1.167,    64.863,   600.877,      13.104,
Temperature,     1.167,    65.863,   599.877,      12.913,
Temperature,     1.167,    66.863,   598.877,      12.803,
Temperature,     1.167,    67.863,   597.877,      12.802,
Temperature,     1.167,    68.863,   596.877,      12.608,
Temperature,     1.167,    69.863,   595.877,      12.503,
Temperature,     1.167,    70.863,   594.877,      12.304,
Temperature,     1.167,    71.863,   593.877,      12.102,
Temperature,     1.167,    72.863,   592.877,      11.902,
Temperature,     1.167,    73.863,   591.877,      11.800,
Temperature,     1.167,    74.863,   590.877,      11.601,
Temperature,     1.213,     0.683,   665.060,      22.474,
Temperature,     1.213,     1.866,   663.877,      22.474,
Temperature,     1.213,     2.866,   662.877,      22.474,
Temperature,     1.213,     3.866,   661.877,      22.474,
Temperature,     1.213,     4.866,   660.877,      22.474,
Temperature,     1.213,     5.866,   659.877,      22.474,
Temperature,     1.213,     6.866,   658.877,      22.474,
Temperature,     1.213,     7.866,   657.877,      22.474,
Temperature,     1.213,     8.866,   656.877,      22.474,
Temperature,     1.213,     9.866,   655.877,      22.474,
Temperature,     1.213,    10.866,   654.877,      22.474,
Temperature,     1.213,    11.866,   653.877,      22.474,
Temperature,     1.213,    12.866,   652.877,      22.474,
Temperature,     1.213,    13.866,   651.877,      22.474,
Temperature,     1.213,    14.866,   650.877,      22.474,
Temperature,     1.213,    15.866,   649.877,      22.474,
Temperature,     1.213,    16.866,   648.877,      22.474,
Temperature,     1.213,    17.866,   647.877,      22.474,
Temperature,     1.213,    18.866,   646.877,      22.474,
Temperature,     1.213,    19.866,   645.877,      22.474,
Temperature,     1.213,    20.866,   644.877,      22.474,
Temperature,     1.213,    21.866,   643.877,      22.474,
Temperature,     1.213,    22.866,   642.877,      22.474,
Temperature,     1.213,    23.866,   641.877,      22.474,
Temperature,     1.213,    24.866,   640.877,      22.474,
Temperature,     1.213,    25.866,   639.877,      22.474,
Temperature,     1.213,    26.866,   638.877,      22.474,
Temperature,     1.213,    27.866,   637.877,      22.474,
Temperature,     1.213,    28.866,   636.877,      22.474,
Temperature,     1.213,    29.866,   635.877,      22.438,
Temperature,     1.213,    30.866,   634.877,      22.409,
Temperature,     1.213,    31.866,   633.877,      22.407,
Temperature,     1.213,    32.866,   632.877,      22.407,
Temperature,     1.213,    33.866,   631.877,      22.407,
Temperature,     1.213,    34.866,   630.877,      22.060,
Temperature,     1.213,    35.866,   629.877,      22.021,
Temperature,     1.213,    36.866,   628.877,      20.854,
Temperature,     1.213,    37.866,   627.877,      19.372,
Temperature,     1.213,    38.866,   626.877,      18.593,
Temperature,     1.213,    39.866,   625.877,      18.306,
Temperature,     1.213,    40.866,   624.877,      18.018,
Temperature,     1.213,    41.866,   623.877,      17.808,
Temperature,     1.213,    42.866,   622.877,      17.433,
Temperature,     1.213,    43.866,   621.877,      17.194,
Temperature,     1.213,    44.866,   620.877,      16.815,
Temperature,     1.213,    45.866,   619.877,      16.599,
Temperature,     1.213,    46.866,   618.877,      16.045,
Temperature,     1.213,    47.866,   617.877,      15.770,
Temperature,     1.213,    48.866,   616.877,      15.389,
Temperature,     1.213,    49.866,   615.877,      15.140,
Temperature,     1.213,    50.866,   614.877,      15.028,
Temperature,     1.213,    51.866,   613.877,      14.843,
Temperature,     1.213,    52.866,   612.877,      14.634,
Temperature,     1.213,    53.866,   611.877,      14.518,
Temperature,     1.213,    54.866,   610.877,      14.422,
Temperature,     1.213,    55.866,   609.877,      14.228,
Temperature,     1.213,    56.866,   608.877,      14.122,
Temperature,     1.213,    57.866,   607.877,      13.834,
Temperature,     1.213,    58.866,   606.877,      13.710,
Temperature,     1.213,    59.866,   605.877,      13.611,
Temperature,     1.213,    60.866,   604.877,      13.512,
Temperature,     1.213,    61.866,   603.877,      13.316,
Temperature,     1.213,    62.866,   602.877,      13.207,
Temperature,     1.213,    63.866,   601.877,      13.104,
Temperature,     1.213,    64.866,   600.877,      13.102,
Temperature,     1.213,    65.866,   599.877,      12.911,
Temperature,     1.213,    66.866,   598.877,      12.802,
Temperature,     1.213,    67.866,   597.877,      12.801,
Temperature,     1.213,    68.866,   596.877,      12.606,
Temperature,     1.213,    69.866,   595.877,      12.501,
Temperature,     1.213,    70.866,   594.877,      12.302,
Temperature,     1.213,    71.866,   593.877,      12.101,
Temperature,     1.213,    72.866,   592.877,      11.901,
Temperature,     1.213,    73.866,   591.877,      11.800,
Temperature,     1.213,    74.866,   590.877,      11.601,
Temperature,     1.250,     0.684,   665.061,      22.453,
Temperature,     1.250,     1.867,   663.877,      22.453,
Temperature,     1.250,     2.867,   662.877,      22.453,
Temperature,     1.250,     3.867,   661.877,      22.453,
Temperature,     1.250,     4.867,   660.877,      22.453,
Temperature,     1.250,     5.867,   659.877,      22.453,
Temperature,     1.250,     6.867,   658.877,      22.453,
Temperature,     1.250,     7.867,   657.877,      22.453,
Temperature,     1.250,     8.867,   656.877,      22.453,
Temperature,     1.250,     9.867,   655.877,      22.453,
Temperature,     1.250,    10.867,   654.877,      22.453,
Temperature,     1.250,    11.867,   653.877,      22.453,
Temperature,     1.250,    12.867,   652.877,      22.453,
Temperature,     1.250,    13.867,   651.877,      22.453,
Temperature,     1.250,    14.867,   650.877,      22.453,
Temperature,     1.250,    15.867,   649.877,      22.453,
Temperature,     1.250,    16.867,   648.877,      22.453,
Temperature,     1.250,    17.867,   647.877,      22.453,
Temperature,     1.250,    18.867,   646.877,      22.453,
Temperature,     1.250,    19.867,   645.877,      22.453,
Temperature,     1.250,    20.867,   644.877,      22.453,
Temperature,     1.250,    21.867,   643.877,      22.453,
Temperature,     1.250,    22.867,   642.877,      22.453,
Temperature,     1.250,    23.867,   641.877,      22.453,
Temperature,     1.250,    24.867,   640.877,      22.453,
Temperature,     1.250,    25.867,   639.877,      22.453,
Temperature,     1.250,    26.867,   638.877,      22.453,
Temperature,     1.250,    27.867,   637.877,      22.453,
Temperature,     1.250,    28.867,   636.877,      22.453,
Temperature,     1.250,    29.867,   635.877,      22.442,
Temperature,     1.250,    30.867,   634.877,      22.411,
Temperature,     1.250,    31.867,   633.877,      22.407,
Temperature,     1.250,    32.867,   632.877,      22.406,
Temperature,     1.250,    33.867,   631.877,      22.380,
Temperature,     1.250,    34.867,   630.877,      22.030,
Temperature,     1.250,    35.867,   629.877,      21.872,
Temperature,     1.250,    36.867,   628.877,      20.513,
Temperature,     1.250,    37.867,   627.877,      19.106,
Temperature,     1.250,    38.867,   626.877,      18.476,
Temperature,     1.250,    39.867,   625.877,      18.229,
Temperature,     1.250,    40.867,   624.877,      17.952,
Temperature,     1.250,    41.867,   623.877,      17.716,
Temperature,     1.250,    42.867,   622.877,      17.350,
Temperature,     1.250,    43.867,   621.877,      17.097,
Temperature,     1.250,    44.867,   620.877,      16.736,
Temperature,     1.250,    45.867,   619.877,      16.468,
Temperature,     1.250,    46.867,   618.877,      15.935,
Temperature,     1.250,    47.867,   617.877,      15.670,
Temperature,     1.250,    48.867,   616.877,      15.304,
Temperature,     1.250,    49.867,   615.877,      15.097,
Temperature,     1.250,    50.867,   614.877,      14.985,
Temperature,     1.250,    51.867,   613.877,      14.789,
Temperature,     1.250,    52.867,   612.877,      14.596,
Temperature,     1.250,    53.867,   611.877,      14.493,
Temperature,     1.250,    54.867,   610.877,      14.384,
Temperature,     1.250,    55.867,   609.877,      14.198,
Temperature,     1.250,    56.867,   608.877,      14.072,
Temperature,     1.250,    57.867,   607.877,      13.796,
Temperature,     1.250,    58.867,   606.877,      13.690,
Temperature,     1.250,    59.867,   605.877,      13.594,
Temperature,     1.250,    60.867,   604.877,      13.485,
Temperature,     1.250,    61.867,   603.877,      13.294,
Temperature,     1.250,    62.867,   602.877,      13.191,
Temperature,     1.250,    63.867,   601.877,      13.099,
Temperature,     1.250,    64.867,   600.877,      13.091,
Temperature,     1.250,    65.867,   599.877,      12.895,
Temperature,     1.250,    66.867,   598.877,      12.798,
Temperature,     1.250,    67.867,   597.877,      12.793,
Temperature,     1.250,    68.867,   596.877,      12.597,
Temperature,     1.250,    69.867,   595.877,      12.494,
Temperature,     1.250,    70.867,   594.877,      12.295,
Temperature,     1.250,    71.867,   593.877,      12.097,
Temperature,     1.250,    72.867,   592.877,      11.900,
Temperature,     1.250,    73.867,   591.877,      11.800,
Temperature,     1.250,    74.867,   590.877,      11.601,
Temperature,     1.292,     0.685,   665.062,      22.430,
Temperature,     1.292,     1.870,   663.877,      22.430,
Temperature,     1.292,     2.870,   662.877,      22.430,
Temperature,     1.292,     3.870,   661.877,      22.430,
Temperature,     1.292,     4.870,   660.877,      22.430,
Temperature,     1.292,     5.870,   659.877,      22.430,
Temperature,     1.292,     6.870,   658.877,      22.430,
Temperature,     1.292,     7.870,   657.877,      22.430,
Temperature,     1.292,     8.870,   656.877,      22.430,
Temperature,     1.292,     9.870,   655.877,      22.430,
