$Combined output for files: 1, 2

JDAY,Flow,Flow
4.042,0.0311485,0.0000000
4.083,0.0311485,0.0000000
4.125,0.0311485,0.0000000
4.167,0.0311485,0.0000000
4.208,0.0311485,0.0000000
4.250,0.0311485,0.0000000
4.292,0.0311485,0.0000000
4.333,0.0311485,0.0000000
4.375,0.0311485,0.0000000
4.417,0.0311485,0.0000000
4.458,0.0311485,0.0000000
4.500,1.7311788,0.0000000
4.542,37.8562260,0.0000000
4.583,40.0497343,0.0000000
4.625,40.2196906,0.0000000
4.667,44.0113447,0.0000000
4.708,42.1341093,0.0000000
4.750,40.2885298,0.0000000
4.792,40.1404885,0.0000000
4.833,40.3997854,0.0000000
4.875,39.2920892,0.0000000
4.917,3.0552746,0.0000000
4.958,0.0311485,0.0000000
5.000,0.0311485,0.0000000
5.042,0.0311485,0.0000000
5.083,0.0311485,0.0000000
5.125,0.0311485,0.0000000
5.167,0.0311485,0.0000000
5.208,0.0311485,0.0000000
5.250,0.0311485,0.0000000
5.292,0.0311485,0.0000000
5.333,0.0311485,0.0000000
5.375,0.0311485,0.0000000
5.417,0.0311485,0.0000000
5.458,0.0311485,0.0000000
5.500,0.0311485,0.0000000
5.542,0.0311485,0.0000000
5.583,1.6555727,0.0000000
5.625,37.8400282,0.0000000
5.667,39.1321260,0.0000000
5.708,40.4487453,0.0000000
5.750,40.1807826,0.0000000
5.792,39.7918512,0.0000000
5.833,39.8408388,0.0000000
5.875,40.6129568,0.0000000
5.917,39.6651893,0.0000000
5.958,3.3089367,0.0000000
6.000,0.0311485,0.0000000
6.042,0.0311485,0.0000000
6.083,0.0311485,0.0000000
6.125,0.0311485,0.0000000
6.167,0.0311485,0.0000000
6.208,0.0311485,0.0000000
6.250,0.0311485,0.0000000
6.292,0.0311485,0.0000000
6.333,0.0311485,0.0000000
6.375,0.0311485,0.0000000
6.417,0.0311485,0.0000000
6.458,0.0311485,0.0000000
6.500,0.0311485,0.0000000
6.542,0.0311485,0.0000000
6.583,0.0311485,0.0000000
6.625,1.6393188,0.0000000
6.667,45.4876438,0.0000000
6.708,44.8063976,0.0000000
6.750,46.0610323,0.0000000
6.792,46.2771729,0.0000000
6.833,46.3203568,0.0000000
6.875,46.2685382,0.0000000
6.917,47.1960014,0.0000000
6.958,42.4308140,0.0000000
7.000,48.1397730,0.0000000
7.042,45.4993377,0.0000000
7.083,48.6006857,0.0000000
7.125,40.3767088,0.0000000
7.167,40.2730405,0.0000000
7.208,49.1840397,0.0000000
7.250,37.2854715,0.0000000
7.292,2.5571245,0.0000000
7.333,0.0311485,0.0000000
7.375,0.0311485,0.0000000
7.417,0.0311485,0.0000000
7.458,0.0311485,0.0000000
7.500,0.0311485,0.0000000
7.542,0.0311485,0.0000000
7.583,0.0311485,0.0000000
7.625,0.0311485,0.0000000
7.667,0.0311485,0.0000000
7.708,0.0311485,0.0000000
7.750,0.0311485,0.0000000
7.792,0.0311485,0.0000000
7.833,0.0311485,0.0000000
7.875,0.0311485,0.0000000
7.917,0.0311485,0.0000000
7.958,0.0311485,0.0000000
8.000,0.0311485,0.0000000
8.042,0.0311485,0.0000000
8.083,0.0311485,0.0000000
8.125,0.0311485,0.0000000
8.167,0.0311485,0.0000000
8.208,0.0311485,0.0000000
8.250,0.0311485,0.0000000
8.292,0.0311485,0.0000000
8.333,0.0311485,0.0000000
8.375,0.0311485,0.0000000
8.417,0.0311485,0.0000000
8.458,0.0311485,0.0000000
8.500,0.0311485,0.0000000
8.542,0.0311485,0.0000000
8.583,0.0311485,0.0000000
8.625,0.0311485,0.0000000
8.667,0.0311485,0.0000000
8.708,1.7142169,0.0000000
8.750,37.7521326,0.0000000
8.792,40.0251540,0.0000000
8.833,40.1434059,0.0000000
8.875,40.2254114,0.0000000
8.917,40.2917306,0.0000000
8.958,40.4098408,0.0000000
9.000,38.8569701,0.0000000
9.042,2.1899682,0.0000000
9.083,0.0311485,0.0000000
9.125,0.0311485,0.0000000
9.167,0.0311485,0.0000000
9.208,0.0311485,0.0000000
9.250,0.0311485,0.0000000
9.292,0.0311485,0.0000000
9.333,0.0311485,0.0000000
9.375,0.0311485,0.0000000
9.417,1.8279657,0.0000000
9.458,38.0099880,0.0000000
9.500,40.1289087,0.0000000
9.542,40.0598138,0.0000000
9.583,40.0482617,0.0000000
9.625,40.1159947,0.0000000
9.667,40.2138869,0.0000000
9.708,40.0914733,0.0000000
9.750,40.2758162,0.0000000
9.792,40.0699245,0.0000000
9.833,40.2066937,0.0000000
9.875,40.5006227,0.0000000
9.917,40.4486347,0.0000000
9.958,40.0757006,0.0000000
10.000,38.7950442,0.0000000
10.042,1.9725231,0.0000000
10.083,0.0311485,0.0000000
10.125,0.0311485,0.0000000
10.167,0.0311485,0.0000000
10.208,0.0311485,0.0000000
10.250,0.0311485,0.0000000
10.292,0.0311485,0.0000000
10.333,0.0311485,0.0000000
10.375,0.0311485,0.0000000
10.417,0.0311485,0.0000000
10.458,0.0311485,0.0000000
10.500,1.9147852,0.0000000
10.542,37.8284173,0.0000000
10.583,40.1188257,0.0000000
10.625,40.4429693,0.0000000
10.667,40.4844525,0.0000000
10.708,40.4170582,0.0000000
10.750,40.1001667,0.0000000
10.792,40.1880347,0.0000000
10.833,39.3294660,0.0000000
10.875,3.4690969,0.0000000
10.917,0.0311485,0.0000000
10.958,0.0311485,0.0000000
11.000,0.0311485,0.0000000
11.042,0.0311485,0.0000000
11.083,0.0311485,0.0000000
11.125,0.0311485,0.0000000
11.167,0.0311485,0.0000000
11.208,0.0311485,0.0000000
11.250,0.0311485,0.0000000
11.292,0.0311485,0.0000000
11.333,0.0311485,0.0000000
11.375,3.1078022,0.0000000
11.417,37.9163440,0.0000000
11.458,40.1058875,0.0000000
11.500,40.0195197,0.0000000
11.542,40.2960065,0.0000000
11.583,40.1750342,0.0000000
11.625,39.9330102,0.0000000
11.667,40.2298013,0.0000000
11.708,40.3694879,0.0000000
11.750,40.0050502,0.0000000
11.792,40.2225804,0.0000000
11.833,40.1707307,0.0000000
11.875,36.3707253,0.0000000
11.917,28.4201744,0.0000000
11.958,2.4867572,0.0000000
12.000,0.0311485,0.0000000
12.042,0.0311485,0.0000000
12.083,0.0311485,0.0000000
12.125,0.0311485,0.0000000
12.167,0.0311485,0.0000000
12.208,0.0311485,0.0000000
12.250,1.5654969,0.0000000
12.292,16.4397978,0.0000000
12.333,38.8814950,0.0000000
12.375,39.9413649,0.0000000
12.417,40.0237956,0.0000000
12.458,27.0275797,0.0000000
12.500,39.4288307,0.0000000
12.542,39.0471755,0.0000000
12.583,2.8310333,0.0000000
12.625,0.0311485,0.0000000
12.667,0.0311485,0.0000000
12.708,0.0311485,0.0000000
12.750,0.0311485,0.0000000
12.792,0.0311485,0.0000000
12.833,0.0311485,0.0000000
12.875,0.0311485,0.0000000
12.917,0.0311485,0.0000000
12.958,0.0311485,0.0000000
13.000,1.8845428,0.0000000
13.042,37.8385280,0.0000000
13.083,40.2355497,0.0000000
13.125,40.2110559,0.0000000
13.167,39.0039916,0.0000000
13.208,2.9980461,0.0000000
13.250,0.0311485,0.0000000
13.292,0.0311485,0.0000000
13.333,0.0311485,0.0000000
13.375,0.0311485,0.0000000
13.417,0.0311485,0.0000000
13.458,0.0311485,0.0000000
13.500,0.0311485,0.0000000
13.542,0.0311485,0.0000000
13.583,0.0311485,0.0000000
13.625,0.0311485,0.0000000
13.667,0.0311485,0.0000000
13.708,0.0311485,0.0000000
13.750,1.7520200,0.0000000
13.792,37.6037526,0.0000000
13.833,40.1664548,0.0000000
13.875,40.0799211,0.0000000
13.917,39.9590353,0.0000000
13.958,35.0988454,0.0000000
14.000,3.0528675,0.0000000
14.042,0.0311485,0.0000000
14.083,0.0311485,0.0000000
14.125,0.0311485,0.0000000
14.167,0.0311485,0.0000000
14.208,0.0311485,0.0000000
14.250,1.8927830,0.0000000
14.292,37.5951455,0.0000000
14.333,39.8004893,0.0000000
14.375,39.8322317,0.0000000
14.417,40.0165746,0.0000000
14.458,39.8869953,0.0000000
14.500,39.9185995,0.0000000
14.542,40.2182769,0.0000000
14.583,39.2200769,0.0000000
14.625,3.1691931,0.0000000
14.667,0.0311485,0.0000000
14.708,0.0311485,0.0000000
14.750,0.0311485,0.0000000
14.792,0.0311485,0.0000000
14.833,0.0311485,0.0000000
14.875,0.0311485,0.0000000
14.917,0.0311485,0.0000000
14.958,0.0311485,0.0000000
15.000,0.0311485,0.0000000
15.042,0.0311485,0.0000000
15.083,0.0311485,0.0000000
15.125,0.0311485,0.0000000
15.167,0.0311485,0.0000000
15.208,0.0311485,0.0000000
15.250,2.8201315,0.0000000
15.292,37.3300138,0.0000000
15.333,40.1030254,0.0000000
15.375,39.3194693,0.0000000
15.417,3.1537039,0.0000000
15.458,0.0311485,0.0000000
15.500,0.0311485,0.0000000
15.542,0.0311485,0.0000000
15.583,2.5654780,0.0000000
15.625,43.1080954,0.0000000
15.667,46.1435459,0.0000000
15.708,45.8436162,0.0000000
15.750,44.4909752,0.0000000
15.792,3.0799101,0.0000000
15.833,0.0311485,0.0000000
15.875,0.0311485,0.0000000
15.917,0.0311485,0.0000000
15.958,0.0311485,0.0000000
16.000,0.0311485,0.0000000
16.042,0.0311485,0.0000000
16.083,0.0311485,0.0000000
16.125,0.0311485,0.0000000
16.167,0.0311485,0.0000000
16.208,0.0311485,0.0000000
16.250,0.0311485,0.0000000
16.292,0.0311485,0.0000000
16.333,0.0311485,0.0000000
16.375,0.0311485,0.0000000
16.417,0.0311485,0.0000000
16.458,0.0311485,0.0000000
16.500,0.0311485,0.0000000
16.542,1.5067111,0.0000000
16.583,27.4481983,0.0000000
16.625,28.5963061,0.0000000
16.667,29.1235103,0.0000000
16.708,25.0815328,0.0000000
16.750,2.0513856,0.0000000
16.792,0.0311485,0.0000000
16.833,0.0311485,0.0000000
16.875,0.0311485,0.0000000
16.917,0.0311485,0.0000000
16.958,0.0311485,0.0000000
17.000,0.0311485,0.0000000
17.042,0.0311485,0.0000000
17.083,0.0311485,0.0000000
17.125,0.0311485,0.0000000
17.167,0.0311485,0.0000000
17.208,0.0311485,0.0000000
17.250,0.0311485,0.0000000
17.292,0.0311485,0.0000000
17.333,0.0311485,0.0000000
17.375,0.0311485,0.0000000
17.417,0.0311485,0.0000000
17.458,0.0311485,0.0000000
17.500,0.0311485,0.0000000
17.542,0.0311485,0.0000000
17.583,0.0311485,0.0000000
17.625,0.0311485,0.0000000
17.667,0.0311485,0.0000000
17.708,0.0311485,0.0000000
17.750,0.0311485,0.0000000
17.792,0.0311485,0.0000000
17.833,0.0311485,0.0000000
17.875,0.0311485,0.0000000
17.917,0.0311485,0.0000000
17.958,0.0311485,0.0000000
18.000,0.0311485,0.0000000
18.042,0.0311485,0.0000000
18.083,0.0311485,0.0000000
18.125,0.0311485,0.0000000
18.167,0.0311485,0.0000000
18.208,0.0311485,0.0000000
18.250,0.0311485,0.0000000
18.292,0.0311485,0.0000000
18.333,0.0311485,0.0000000
18.375,0.0311485,0.0000000
18.417,0.0311485,0.0000000
18.458,0.0311485,0.0000000
18.500,0.0311485,0.0000000
18.542,0.0311485,0.0000000
18.583,0.0311485,0.0000000
18.625,0.0311485,0.0000000
18.667,0.0311485,0.0000000
18.708,1.0516028,0.0000000
18.750,15.5078064,0.0000000
18.792,15.9932423,0.0000000
18.833,15.9903525,0.0000000
18.875,15.8834004,0.0000000
18.917,16.2874530,0.0000000
18.958,16.0263725,0.0000000
19.000,16.7178694,0.0000000
19.042,34.8509589,0.0000000
19.083,30.2270170,0.0000000
19.125,2.8188004,0.0000000
19.167,0.0311485,0.0000000
19.208,0.0311485,0.0000000
19.250,0.0311485,0.0000000
19.292,0.0311485,0.0000000
19.333,0.0311485,0.0000000
19.375,0.0311485,0.0000000
19.417,0.0311485,0.0000000
19.458,0.0311485,0.0000000
19.500,0.0311485,0.0000000
19.542,0.0311485,0.0000000
19.583,0.0311485,0.0000000
19.625,0.0311485,0.0000000
19.667,0.0311485,0.0000000
19.708,0.0311485,0.0000000
19.750,0.0311485,0.0000000
19.792,0.0311485,0.0000000
19.833,0.0311485,0.0000000
19.875,0.0311485,0.0000000
19.917,0.0311485,0.0000000
19.958,0.0311485,0.0000000
20.000,0.0311485,0.0000000
20.042,0.0311485,0.0000000
20.083,0.0311485,0.0000000
20.125,0.0311485,0.0000000
20.167,0.0311485,0.0000000
20.208,0.0311485,0.0000000
20.250,0.0311485,0.0000000
20.292,0.0311485,0.0000000
20.333,0.0311485,0.0000000
20.375,0.0311485,0.0000000
20.417,0.0311485,0.0000000
20.458,0.0311485,0.0000000
20.500,0.0311485,0.0000000
20.542,0.0311485,0.0000000
20.583,0.0311485,0.0000000
20.625,0.0311485,0.0000000
20.667,0.0311485,0.0000000
20.708,0.0311485,0.0000000
20.750,0.0311485,0.0000000
20.792,0.0311485,0.0000000
20.833,0.0311485,0.0000000
20.875,0.0311485,0.0000000
20.917,0.0311485,0.0000000
20.958,0.0311485,0.0000000
21.000,0.0311485,0.0000000
21.042,0.0311485,0.0000000
21.083,0.0311485,0.0000000
21.125,0.0311485,0.0000000
21.167,0.0311485,0.0000000
21.208,0.0311485,0.0000000
21.250,0.0311485,0.0000000
21.292,0.0311485,0.0000000
21.333,0.0311485,0.0000000
21.375,0.0311485,0.0000000
21.417,0.0311485,0.0000000
21.458,0.0311485,0.0000000
21.500,0.0311485,0.0000000
21.542,0.0311485,0.0000000
21.583,0.0311485,0.0000000
21.625,0.0311485,0.0000000
21.667,0.0311485,0.0000000
21.708,0.0311485,0.0000000
21.750,0.0311485,0.0000000
21.792,0.0311485,19.2605527
21.833,0.0311485,0.0000000
21.875,0.0311485,0.0000000
21.917,0.0311485,0.0000000
21.958,0.0311485,0.0000000
22.000,0.0311485,0.0000000
22.042,0.0311485,0.0000000
22.083,0.0311485,0.0000000
22.125,0.0311485,0.0000000
22.167,0.0311485,0.0000000
22.208,0.0311485,0.0000000
22.250,0.0311485,0.0000000
22.292,0.0311485,0.0000000
22.333,0.0311485,0.0000000
22.375,0.0311485,0.0000000
22.417,0.0311485,0.0000000
22.458,3.7984218,0.0000000
22.500,24.3928686,0.0000000
22.542,22.9264521,0.0000000
22.583,1.6912520,0.0000000
22.625,0.0311485,0.0000000
22.667,0.0311485,0.0000000
22.708,1.6749131,0.0000000
22.750,35.5770310,0.0000000
22.792,38.4119165,0.0000000
22.833,37.7205319,0.0000000
22.875,36.8533008,0.0000000
22.917,37.0117604,0.0000000
22.958,2.8081816,0.0000000
23.000,0.0311485,0.0000000
23.042,0.0311485,0.0000000
23.083,0.0311485,0.0000000
23.125,0.0311485,0.0000000
23.167,0.0311485,0.0000000
23.208,0.0311485,0.0000000
23.250,0.0311485,0.0000000
23.292,0.0311485,0.0000000
23.333,0.0311485,0.0000000
23.375,0.0311485,0.0000000
23.417,0.0311485,0.0000000
23.458,0.0311485,0.0000000
23.500,0.0311485,0.0000000
23.542,0.0311485,0.0000000
23.583,0.0311485,0.0000000
23.625,0.0311485,0.0000000
23.667,0.0311485,0.0000000
23.708,0.0311485,0.0000000
23.750,0.0311485,0.0000000
23.792,2.4719757,0.0000000
23.833,39.3674407,0.0000000
23.875,35.1190633,0.0000000
23.917,37.0089571,0.0000000
23.958,2.8587556,0.0000000
24.000,0.0311485,0.0000000
24.042,0.0311485,0.0000000
24.083,0.0311485,0.0000000
24.125,0.0311485,0.0000000
24.167,0.0311485,0.0000000
24.208,0.0311485,0.0000000
24.250,0.0311485,0.0000000
24.292,0.0311485,0.0000000
24.333,0.0311485,0.0000000
24.375,0.0311485,0.0000000
24.417,0.0311485,0.0000000
24.458,0.0311485,0.0000000
24.500,0.0311485,0.0000000
24.542,0.0311485,0.0000000
24.583,1.9457637,0.0000000
24.625,15.1793593,0.0000000
24.667,16.0695840,0.0000000
24.708,26.9699557,0.0000000
24.750,30.4329087,0.0000000
24.792,35.6519296,0.0000000
24.833,16.8143461,0.0000000
24.875,16.0926623,0.0000000
24.917,15.7671033,0.0000000
24.958,15.9989907,0.0000000
25.000,15.6907615,0.0000000
25.042,1.4431398,0.0000000
25.083,0.0311485,0.0000000
25.125,0.0311485,0.0000000
25.167,0.0311485,0.0000000
25.208,0.0311485,0.0000000
25.250,1.7808182,0.0000000
25.292,35.3451453,0.0000000
25.333,37.5707070,0.0000000
25.375,37.6355261,0.0000000
25.417,37.7118661,0.0000000
25.458,37.2235422,0.0000000
25.500,36.5994378,0.0000000
25.542,3.1928660,0.0000000
25.583,0.0311485,0.0000000
25.625,0.0311485,0.0000000
25.667,0.0311485,0.0000000
25.708,0.0311485,0.0000000
25.750,0.0311485,0.0000000
25.792,0.0311485,0.0000000
25.833,0.0311485,0.0000000
25.875,0.0311485,0.0000000
25.917,0.0311485,0.0000000
25.958,0.0311485,0.0000000
26.000,0.0311485,0.0000000
26.042,0.0311485,0.0000000
26.083,0.0311485,0.0000000
26.125,0.0311485,0.0000000
26.167,0.0311485,0.0000000
26.208,0.0311485,0.0000000
26.250,0.0311485,0.0000000
26.292,0.0311485,0.0000000
26.333,0.0311485,0.0000000
26.375,0.0311485,0.0000000
26.417,0.0311485,0.0000000
26.458,0.0311485,0.0000000
26.500,0.0311485,0.0000000
26.542,0.0311485,0.0000000
26.583,1.7700011,0.0000000
26.625,35.1431043,0.0000000
26.667,37.6920733,0.0000000
26.708,37.2898338,0.0000000
26.750,38.4667078,0.0000000
26.792,37.5519893,0.0000000
26.833,36.9902117,0.0000000
26.875,37.3316004,0.0000000
26.917,36.3678356,0.0000000
26.958,2.7356340,0.0000000
27.000,0.0311485,0.0000000
27.042,0.0311485,0.0000000
27.083,0.0311485,0.0000000
27.125,0.0311485,0.0000000
27.167,0.0311485,0.0000000
27.208,0.0311485,0.0000000
27.250,0.0311485,0.0000000
27.292,0.0311485,0.0000000
27.333,0.0311485,0.0000000
27.375,0.0311485,0.0000000
27.417,0.0311485,0.0000000
27.458,0.0311485,0.0000000
27.500,0.0311485,0.0000000
27.542,0.0311485,0.0000000
27.583,0.0311485,0.0000000
27.625,0.0311485,0.0000000
27.667,0.0311485,0.0000000
27.708,2.0571906,0.0000000
27.750,40.4661322,0.0000000
27.792,43.2378441,0.0000000
27.833,42.5144337,0.0000000
27.875,41.5810528,0.0000000
27.917,2.9675488,0.0000000
27.958,0.0311485,0.0000000
28.000,0.0311485,0.0000000
28.042,0.0311485,0.0000000
28.083,0.0311485,0.0000000
28.125,0.0311485,0.0000000
28.167,0.0311485,0.0000000
28.208,0.0311485,0.0000000
28.250,0.0311485,0.0000000
28.292,0.0311485,0.0000000
28.333,0.0311485,0.0000000
28.375,0.0311485,0.0000000
28.417,0.0311485,0.0000000
28.458,0.0311485,0.0000000
28.500,0.0311485,0.0000000
28.542,0.0311485,0.0000000
28.583,0.0311485,0.0000000
28.625,0.0311485,0.0000000
28.667,0.0311485,0.0000000
28.708,1.7544835,0.0000000
28.750,35.4978012,0.0000000
28.792,36.4125750,0.0000000
28.833,2.9151344,0.0000000
28.875,0.0311485,0.0000000
28.917,0.0311485,0.0000000
28.958,0.0311485,0.0000000
29.000,0.0311485,0.0000000
29.042,0.0311485,0.0000000
29.083,0.0311485,0.0000000
29.125,0.0311485,0.0000000
29.167,0.0311485,0.0000000
29.208,0.0311485,0.0000000
29.250,0.0311485,0.0000000
29.292,0.0311485,0.0000000
29.333,0.0311485,0.0000000
29.375,1.3814657,0.0000000
29.417,23.4710121,0.0000000
29.458,19.6276812,0.0000000
29.500,14.3539511,0.0000000
29.542,23.4752604,0.0000000
29.583,20.5971357,0.0000000
29.625,11.2079207,0.0000000
29.667,16.3361312,0.0000000
29.708,36.6444641,0.0000000
29.750,27.9265843,0.0000000
29.792,26.9440464,0.0000000
29.833,35.4791387,0.0000000
29.875,2.5771729,0.0000000
29.917,0.0311485,0.0000000
29.958,0.0311485,0.0000000
30.000,0.0311485,0.0000000
30.042,0.0311485,0.0000000
30.083,0.0311485,0.0000000
30.125,0.0311485,0.0000000
30.167,0.0311485,0.0000000
30.208,0.0311485,0.0000000
30.250,0.0311485,0.0000000
30.292,0.0311485,0.0000000
30.333,0.0311485,0.0000000
30.375,0.0311485,0.0000000
30.417,0.0311485,0.0000000
30.458,0.0311485,0.0000000
30.500,0.0311485,0.0000000
30.542,0.0311485,0.0000000
30.583,0.0311485,0.0000000
30.625,0.0311485,0.0000000
30.667,0.0311485,0.0000000
30.708,2.2749187,0.0000000
30.750,45.4185213,0.0000000
30.792,47.7508104,0.0000000
30.833,46.4960651,0.0000000
30.875,2.9158706,0.0000000
30.917,0.0311485,0.0000000
30.958,0.0311485,0.0000000
31.000,0.0311485,0.0000000
31.042,0.0311485,0.0000000
31.083,0.0311485,0.0000000
31.125,0.0311485,0.0000000
31.167,0.0311485,0.0000000
31.208,0.0311485,0.0000000
31.250,0.0311485,0.0000000
31.292,0.0311485,0.0000000
31.333,0.0311485,0.0000000
31.375,0.0311485,0.0000000
31.417,0.0311485,0.0000000
31.458,0.0311485,0.0000000
31.500,0.0311485,0.0000000
31.542,0.0311485,0.0000000
31.583,0.0311485,0.0000000
31.625,0.0311485,0.0000000
31.667,0.0311485,0.0000000
31.708,0.0311485,0.0000000
31.750,1.7444876,0.0000000
31.792,39.9201826,0.0000000
31.833,40.7944964,0.0000000
31.875,39.3079725,0.0000000
31.917,31.0494776,0.0000000
31.958,1.3325908,0.0000000
32.000,0.0311485,0.0000000
32.042,0.0311485,0.0000000
32.083,0.0311485,0.0000000
32.125,0.0311485,0.0000000
32.167,0.0311485,0.0000000
32.208,0.0311485,0.0000000
32.250,0.0311485,0.0000000
32.292,0.0311485,0.0000000
32.333,0.0311485,0.0000000
32.375,0.0311485,0.0000000
32.417,0.0311485,0.0000000
32.458,0.0311485,0.0000000
32.500,0.0311485,0.0000000
32.542,0.0311485,0.0000000
32.583,0.0311485,0.0000000
32.625,0.0311485,0.0000000
32.667,0.0311485,0.0000000
32.708,2.6334950,0.0000000
32.750,34.4117091,0.0000000
32.792,36.6603474,0.0000000
32.833,36.5537928,0.0000000
32.875,35.8681013,0.0000000
32.917,3.2281771,0.0000000
32.958,0.0311485,0.0000000
33.000,0.0311485,0.0000000
33.042,0.0311485,0.0000000
33.083,0.0311485,0.0000000
33.125,0.0311485,0.0000000
33.167,0.0311485,0.0000000
33.208,0.0311485,0.0000000
33.250,0.0311485,0.0000000
33.292,0.0311485,0.0000000
33.333,0.0311485,0.0000000
33.375,0.0311485,0.0000000
33.417,0.0311485,0.0000000
33.458,0.0311485,0.0000000
33.500,0.0311485,0.0000000
33.542,0.0311485,0.0000000
33.583,0.0311485,0.0000000
33.625,0.0311485,0.0000000
33.667,0.0311485,0.0000000
33.708,1.0184720,0.0000000
33.750,15.3723940,0.0000000
33.792,40.4518044,0.0000000
33.833,41.6963285,0.0000000
33.875,41.5650520,0.0000000
33.917,31.3303543,0.0000000
33.958,1.2168032,0.0000000
34.000,0.0311485,0.0000000
34.042,0.0311485,0.0000000
34.083,0.0311485,0.0000000
34.125,0.0311485,0.0000000
34.167,0.0311485,0.0000000
34.208,0.0311485,0.0000000
34.250,0.0311485,0.0000000
34.292,0.0311485,0.0000000
34.333,0.0311485,0.0000000
34.375,0.0311485,0.0000000
34.417,0.0311485,0.0000000
34.458,0.0311485,0.0000000
34.500,0.0311485,0.0000000
34.542,0.0311485,0.0000000
34.583,0.0311485,0.0000000
34.625,0.0311485,0.0000000
34.667,0.0311485,0.0000000
34.708,3.9168996,0.0000000
34.750,46.6791049,0.0000000
34.792,47.3027530,0.0000000
34.833,2.6112664,0.0000000
34.875,0.0311485,0.0000000
34.917,0.0311485,0.0000000
34.958,0.0311485,0.0000000
35.000,0.0311485,0.0000000
35.042,0.0311485,0.0000000
35.083,0.0311485,0.0000000
35.125,0.0311485,0.0000000
35.167,0.0311485,0.0000000
35.208,0.0311485,0.0000000
35.250,0.0311485,0.0000000
35.292,0.0311485,0.0000000
35.333,0.0311485,0.0000000
35.375,0.0311485,0.0000000
35.417,0.0311485,0.0000000
35.458,0.0311485,0.0000000
35.500,0.0311485,0.0000000
35.542,0.0311485,0.0000000
35.583,0.0311485,0.0000000
35.625,0.0311485,0.0000000
35.667,0.0311485,0.0000000
35.708,2.6904969,0.0000000
35.750,37.3374629,0.0000000
35.792,41.7163770,0.0000000
35.833,46.0120724,0.0000000
35.875,2.5719626,0.0000000
35.917,0.0311485,0.0000000
35.958,0.0311485,0.0000000
36.000,0.0311485,0.0000000
36.042,0.0311485,0.0000000
36.083,0.0311485,0.0000000
36.125,0.0311485,0.0000000
36.167,0.0311485,0.0000000
36.208,0.0311485,0.0000000
36.250,0.0311485,0.0000000
36.292,0.0311485,0.0000000
36.333,0.0311485,0.0000000
36.375,0.0311485,0.0000000
36.417,0.0311485,0.0000000
36.458,0.0311485,0.0000000
36.500,0.0311485,0.0000000
36.542,0.0311485,0.0000000
36.583,0.0311485,0.0000000
36.625,0.0311485,0.0000000
36.667,0.0311485,0.0000000
36.708,3.1329476,0.0000000
36.750,43.9737675,0.0000000
36.792,47.3114741,0.0000000
36.833,47.1428485,0.0000000
36.875,45.7110088,0.0000000
36.917,2.6086612,0.0000000
36.958,0.0311485,0.0000000
37.000,0.0311485,0.0000000
37.042,0.0311485,0.0000000
37.083,0.0311485,0.0000000
37.125,0.0311485,0.0000000
37.167,0.0311485,0.0000000
37.208,0.0311485,0.0000000
37.250,0.0311485,0.0000000
