$/MR Sac.-Trinity Lake/TRN-Spill Release/Flow/01Dec2015/1Hour/231.5.125.3.1/
      JDAY, Flow(cms)
7.000,0.0000
7.042,0.0000
7.083,0.0000
7.125,0.0000
7.167,0.0000
7.208,0.0000
7.250,0.0000
7.292,0.0000
7.333,0.0000
7.375,0.0000
7.417,0.0000
7.458,0.0000
7.500,0.0000
7.542,0.0000
7.583,0.0000
7.625,0.0000
7.667,0.0000
7.708,0.0000
7.750,0.0000
7.792,0.0000
7.833,0.0000
7.875,0.0000
7.917,0.0000
7.958,0.0000
8.000,0.0000
8.042,0.0000
8.083,0.0000
8.125,0.0000
8.167,0.0000
8.208,0.0000
8.250,0.0000
8.292,0.0000
8.333,0.0000
8.375,0.0000
8.417,0.0000
8.458,0.0000
8.500,0.0000
8.542,0.0000
8.583,0.0000
8.625,0.0000
8.667,0.0000
8.708,0.0000
8.750,0.0000
8.792,0.0000
8.833,0.0000
8.875,0.0000
8.917,0.0000
8.958,0.0000
9.000,0.0000
9.042,0.0000
9.083,0.0000
9.125,0.0000
9.167,0.0000
9.208,0.0000
9.250,0.0000
9.292,0.0000
9.333,0.0000
9.375,0.0000
9.417,0.0000
9.458,0.0000
9.500,0.0000
9.542,0.0000
9.583,0.0000
9.625,0.0000
9.667,0.0000
9.708,0.0000
9.750,0.0000
9.792,0.0000
9.833,0.0000
9.875,0.0000
9.917,0.0000
9.958,0.0000
10.000,0.0000
10.042,0.0000
10.083,0.0000
10.125,0.0000
10.167,0.0000
10.208,0.0000
10.250,0.0000
10.292,0.0000
10.333,0.0000
10.375,0.0000
10.417,0.0000
10.458,0.0000
10.500,0.0000
10.542,0.0000
10.583,0.0000
10.625,0.0000
10.667,0.0000
10.708,0.0000
10.750,0.0000
10.792,0.0000
10.833,0.0000
10.875,0.0000
10.917,0.0000
10.958,0.0000
11.000,0.0000
11.042,0.0000
11.083,0.0000
11.125,0.0000
11.167,0.0000
11.208,0.0000
11.250,0.0000
11.292,0.0000
11.333,0.0000
11.375,0.0000
11.417,0.0000
11.458,0.0000
11.500,0.0000
11.542,0.0000
11.583,0.0000
11.625,0.0000
11.667,0.0000
11.708,0.0000
11.750,0.0000
11.792,0.0000
11.833,0.0000
11.875,0.0000
11.917,0.0000
11.958,0.0000
12.000,0.0000
12.042,0.0000
12.083,0.0000
12.125,0.0000
12.167,0.0000
12.208,0.0000
12.250,0.0000
12.292,0.0000
12.333,0.0000
12.375,0.0000
12.417,0.0000
12.458,0.0000
12.500,0.0000
12.542,0.0000
12.583,0.0000
12.625,0.0000
12.667,0.0000
12.708,0.0000
12.750,0.0000
12.792,0.0000
12.833,0.0000
12.875,0.0000
12.917,0.0000
12.958,0.0000
13.000,0.0000
13.042,0.0000
13.083,0.0000
13.125,0.0000
13.167,0.0000
13.208,0.0000
13.250,0.0000
13.292,0.0000
13.333,0.0000
13.375,0.0000
13.417,0.0000
13.458,0.0000
13.500,0.0000
13.542,0.0000
13.583,0.0000
13.625,0.0000
13.667,0.0000
13.708,0.0000
13.750,0.0000
13.792,0.0000
13.833,0.0000
13.875,0.0000
13.917,0.0000
13.958,0.0000
14.000,0.0000
14.042,0.0000
14.083,0.0000
14.125,0.0000
14.167,0.0000
14.208,0.0000
14.250,0.0000
14.292,0.0000
14.333,0.0000
14.375,0.0000
14.417,0.0000
14.458,0.0000
14.500,0.0000
14.542,0.0000
14.583,0.0000
14.625,0.0000
14.667,0.0000
14.708,0.0000
14.750,0.0000
14.792,0.0000
14.833,0.0000
14.875,0.0000
14.917,0.0000
14.958,0.0000
15.000,0.0000
15.042,0.0000
15.083,0.0000
15.125,0.0000
15.167,0.0000
15.208,0.0000
15.250,0.0000
15.292,0.0000
15.333,0.0000
15.375,0.0000
15.417,0.0000
15.458,0.0000
15.500,0.0000
15.542,0.0000
15.583,0.0000
15.625,0.0000
15.667,0.0000
15.708,0.0000
15.750,0.0000
15.792,0.0000
15.833,0.0000
15.875,0.0000
15.917,0.0000
15.958,0.0000
16.000,0.0000
16.042,0.0000
16.083,0.0000
16.125,0.0000
16.167,0.0000
16.208,0.0000
16.250,0.0000
16.292,0.0000
16.333,0.0000
16.375,0.0000
16.417,0.0000
16.458,0.0000
16.500,0.0000
16.542,0.0000
16.583,0.0000
16.625,0.0000
16.667,0.0000
16.708,0.0000
16.750,0.0000
16.792,0.0000
16.833,0.0000
16.875,0.0000
16.917,0.0000
16.958,0.0000
17.000,0.0000
17.042,0.0000
17.083,0.0000
17.125,0.0000
17.167,0.0000
17.208,0.0000
17.250,0.0000
17.292,0.0000
17.333,0.0000
17.375,0.0000
17.417,0.0000
17.458,0.0000
17.500,0.0000
17.542,0.0000
17.583,0.0000
17.625,0.0000
17.667,0.0000
17.708,0.0000
17.750,0.0000
17.792,0.0000
17.833,0.0000
17.875,0.0000
17.917,0.0000
17.958,0.0000
18.000,0.0000
18.042,0.0000
18.083,0.0000
18.125,0.0000
18.167,0.0000
18.208,0.0000
18.250,0.0000
18.292,0.0000
18.333,0.0000
18.375,0.0000
18.417,0.0000
18.458,0.0000
18.500,0.0000
18.542,0.0000
18.583,0.0000
18.625,0.0000
18.667,0.0000
18.708,0.0000
18.750,0.0000
18.792,0.0000
18.833,0.0000
18.875,0.0000
18.917,0.0000
18.958,0.0000
19.000,0.0000
19.042,0.0000
19.083,0.0000
19.125,0.0000
19.167,0.0000
19.208,0.0000
19.250,0.0000
19.292,0.0000
19.333,0.0000
19.375,0.0000
19.417,0.0000
19.458,0.0000
19.500,0.0000
19.542,0.0000
19.583,0.0000
19.625,0.0000
19.667,0.0000
19.708,0.0000
19.750,0.0000
19.792,0.0000
19.833,0.0000
19.875,0.0000
19.917,0.0000
19.958,0.0000
20.000,0.0000
20.042,0.0000
20.083,0.0000
20.125,0.0000
20.167,0.0000
20.208,0.0000
20.250,0.0000
20.292,0.0000
20.333,0.0000
20.375,0.0000
20.417,0.0000
20.458,0.0000
20.500,0.0000
20.542,0.0000
20.583,0.0000
20.625,0.0000
20.667,0.0000
20.708,0.0000
20.750,0.0000
20.792,0.0000
20.833,0.0000
20.875,0.0000
20.917,0.0000
20.958,0.0000
21.000,0.0000
21.042,0.0000
21.083,0.0000
21.125,0.0000
21.167,0.0000
21.208,0.0000
21.250,0.0000
21.292,0.0000
21.333,0.0000
21.375,0.0000
21.417,0.0000
21.458,0.0000
21.500,0.0000
21.542,0.0000
21.583,0.0000
21.625,0.0000
21.667,0.0000
21.708,0.0000
21.750,0.0000
21.792,0.0000
21.833,0.0000
21.875,0.0000
21.917,0.0000
21.958,0.0000
22.000,0.0000
22.042,0.0000
22.083,0.0000
22.125,0.0000
22.167,0.0000
22.208,0.0000
22.250,0.0000
22.292,0.0000
22.333,0.0000
22.375,0.0000
22.417,0.0000
22.458,0.0000
22.500,0.0000
22.542,0.0000
22.583,0.0000
22.625,0.0000
22.667,0.0000
22.708,0.0000
22.750,0.0000
22.792,0.0000
22.833,0.0000
22.875,0.0000
22.917,0.0000
22.958,0.0000
23.000,0.0000
23.042,0.0000
23.083,0.0000
23.125,0.0000
23.167,0.0000
23.208,0.0000
23.250,0.0000
23.292,0.0000
23.333,0.0000
23.375,0.0000
23.417,0.0000
23.458,0.0000
23.500,0.0000
23.542,0.0000
23.583,0.0000
23.625,0.0000
23.667,0.0000
23.708,0.0000
23.750,0.0000
23.792,0.0000
23.833,0.0000
23.875,0.0000
23.917,0.0000
23.958,0.0000
24.000,0.0000
24.042,0.0000
24.083,0.0000
24.125,0.0000
24.167,0.0000
24.208,0.0000
24.250,0.0000
24.292,0.0000
24.333,0.0000
24.375,0.0000
24.417,0.0000
24.458,0.0000
24.500,0.0000
24.542,0.0000
24.583,0.0000
24.625,0.0000
24.667,0.0000
24.708,0.0000
24.750,0.0000
24.792,0.0000
24.833,0.0000
24.875,0.0000
24.917,0.0000
24.958,0.0000
25.000,0.0000
25.042,0.0000
25.083,0.0000
25.125,0.0000
25.167,0.0000
25.208,0.0000
25.250,0.0000
25.292,0.0000
25.333,0.0000
25.375,0.0000
25.417,0.0000
25.458,0.0000
25.500,0.0000
25.542,0.0000
25.583,0.0000
25.625,0.0000
25.667,0.0000
25.708,0.0000
25.750,0.0000
25.792,0.0000
25.833,0.0000
25.875,0.0000
25.917,0.0000
25.958,0.0000
26.000,0.0000
26.042,0.0000
26.083,0.0000
26.125,0.0000
26.167,0.0000
26.208,0.0000
26.250,0.0000
26.292,0.0000
26.333,0.0000
26.375,0.0000
26.417,0.0000
26.458,0.0000
26.500,0.0000
26.542,0.0000
26.583,0.0000
26.625,0.0000
26.667,0.0000
26.708,0.0000
26.750,0.0000
26.792,0.0000
26.833,0.0000
26.875,0.0000
26.917,0.0000
26.958,0.0000
27.000,0.0000
27.042,0.0000
27.083,0.0000
27.125,0.0000
27.167,0.0000
27.208,0.0000
27.250,0.0000
27.292,0.0000
27.333,0.0000
27.375,0.0000
27.417,0.0000
27.458,0.0000
27.500,0.0000
27.542,0.0000
27.583,0.0000
27.625,0.0000
27.667,0.0000
27.708,0.0000
27.750,0.0000
27.792,0.0000
27.833,0.0000
27.875,0.0000
27.917,0.0000
27.958,0.0000
28.000,0.0000
28.042,0.0000
28.083,0.0000
28.125,0.0000
28.167,0.0000
28.208,0.0000
28.250,0.0000
28.292,0.0000
28.333,0.0000
28.375,0.0000
28.417,0.0000
28.458,0.0000
28.500,0.0000
28.542,0.0000
28.583,0.0000
28.625,0.0000
28.667,0.0000
28.708,0.0000
28.750,0.0000
28.792,0.0000
28.833,0.0000
28.875,0.0000
28.917,0.0000
28.958,0.0000
29.000,0.0000
29.042,0.0000
29.083,0.0000
29.125,0.0000
29.167,0.0000
29.208,0.0000
29.250,0.0000
29.292,0.0000
29.333,0.0000
29.375,0.0000
29.417,0.0000
29.458,0.0000
29.500,0.0000
29.542,0.0000
29.583,0.0000
29.625,0.0000
29.667,0.0000
29.708,0.0000
29.750,0.0000
29.792,0.0000
29.833,0.0000
29.875,0.0000
29.917,0.0000
29.958,0.0000
30.000,0.0000
30.042,0.0000
30.083,0.0000
30.125,0.0000
30.167,0.0000
30.208,0.0000
30.250,0.0000
30.292,0.0000
30.333,0.0000
30.375,0.0000
30.417,0.0000
30.458,0.0000
30.500,0.0000
30.542,0.0000
30.583,0.0000
30.625,0.0000
30.667,0.0000
30.708,0.0000
30.750,0.0000
30.792,0.0000
30.833,0.0000
30.875,0.0000
30.917,0.0000
30.958,0.0000
31.000,0.0000
31.042,0.0000
31.083,0.0000
31.125,0.0000
31.167,0.0000
31.208,0.0000
31.250,0.0000
31.292,0.0000
31.333,0.0000
31.375,0.0000
31.417,0.0000
31.458,0.0000
31.500,0.0000
31.542,0.0000
31.583,0.0000
31.625,0.0000
31.667,0.0000
31.708,0.0000
31.750,0.0000
31.792,0.0000
31.833,0.0000
31.875,0.0000
31.917,0.0000
31.958,0.0000
32.000,0.0000
32.042,0.0000
32.083,0.0000
32.125,0.0000
32.167,0.0000
32.208,0.0000
32.250,0.0000
32.292,0.0000
32.333,0.0000
32.375,0.0000
32.417,0.0000
32.458,0.0000
32.500,0.0000
32.542,0.0000
32.583,0.0000
32.625,0.0000
32.667,0.0000
32.708,0.0000
32.750,0.0000
32.792,0.0000
32.833,0.0000
32.875,0.0000
32.917,0.0000
32.958,0.0000
33.000,0.0000
33.042,0.0000
33.083,0.0000
33.125,0.0000
33.167,0.0000
33.208,0.0000
33.250,0.0000
33.292,0.0000
33.333,0.0000
33.375,0.0000
33.417,0.0000
33.458,0.0000
33.500,0.0000
33.542,0.0000
33.583,0.0000
33.625,0.0000
33.667,0.0000
33.708,0.0000
33.750,0.0000
33.792,0.0000
33.833,0.0000
33.875,0.0000
33.917,0.0000
33.958,0.0000
34.000,0.0000
34.042,0.0000
34.083,0.0000
34.125,0.0000
34.167,0.0000
34.208,0.0000
34.250,0.0000
34.292,0.0000
34.333,0.0000
34.375,0.0000
34.417,0.0000
34.458,0.0000
34.500,0.0000
34.542,0.0000
34.583,0.0000
34.625,0.0000
34.667,0.0000
34.708,0.0000
34.750,0.0000
34.792,0.0000
34.833,0.0000
34.875,0.0000
34.917,0.0000
34.958,0.0000
35.000,0.0000
35.042,0.0000
35.083,0.0000
35.125,0.0000
35.167,0.0000
35.208,0.0000
35.250,0.0000
35.292,0.0000
35.333,0.0000
35.375,0.0000
35.417,0.0000
35.458,0.0000
35.500,0.0000
35.542,0.0000
35.583,0.0000
35.625,0.0000
35.667,0.0000
35.708,0.0000
35.750,0.0000
35.792,0.0000
35.833,0.0000
35.875,0.0000
35.917,0.0000
35.958,0.0000
36.000,0.0000
36.042,0.0000
36.083,0.0000
36.125,0.0000
36.167,0.0000
36.208,0.0000
36.250,0.0000
36.292,0.0000
36.333,0.0000
36.375,0.0000
36.417,0.0000
36.458,0.0000
36.500,0.0000
36.542,0.0000
36.583,0.0000
36.625,0.0000
36.667,0.0000
36.708,0.0000
36.750,0.0000
36.792,0.0000
36.833,0.0000
36.875,0.0000
36.917,0.0000
36.958,0.0000
37.000,0.0000
37.042,0.0000
37.083,0.0000
37.125,0.0000
37.167,0.0000
37.208,0.0000
37.250,0.0000
37.292,0.0000
37.333,0.0000
37.375,0.0000
37.417,0.0000
37.458,0.0000
37.500,0.0000
37.542,0.0000
37.583,0.0000
37.625,0.0000
37.667,0.0000
37.708,0.0000
37.750,0.0000
37.792,0.0000
37.833,0.0000
37.875,0.0000
37.917,0.0000
37.958,0.0000
38.000,0.0000
38.042,0.0000
38.083,0.0000
38.125,0.0000
38.167,0.0000
38.208,0.0000
38.250,0.0000
38.292,0.0000
38.333,0.0000
38.375,0.0000
38.417,0.0000
38.458,0.0000
38.500,0.0000
38.542,0.0000
38.583,0.0000
38.625,0.0000
38.667,0.0000
38.708,0.0000
38.750,0.0000
38.792,0.0000
38.833,0.0000
38.875,0.0000
38.917,0.0000
38.958,0.0000
39.000,0.0000
39.042,0.0000
39.083,0.0000
39.125,0.0000
39.167,0.0000
39.208,0.0000
39.250,0.0000
39.292,0.0000
39.333,0.0000
39.375,0.0000
39.417,0.0000
39.458,0.0000
39.500,0.0000
39.542,0.0000
39.583,0.0000
39.625,0.0000
39.667,0.0000
39.708,0.0000
39.750,0.0000
39.792,0.0000
39.833,0.0000
39.875,0.0000
39.917,0.0000
39.958,0.0000
40.000,0.0000
40.042,0.0000
40.083,0.0000
40.125,0.0000
40.167,0.0000
40.208,0.0000
40.250,0.0000
40.292,0.0000
40.333,0.0000
40.375,0.0000
40.417,0.0000
40.458,0.0000
40.500,0.0000
40.542,0.0000
40.583,0.0000
40.625,0.0000
40.667,0.0000
40.708,0.0000
40.750,0.0000
40.792,0.0000
40.833,0.0000
40.875,0.0000
40.917,0.0000
40.958,0.0000
41.000,0.0000
41.042,0.0000
41.083,0.0000
41.125,0.0000
41.167,0.0000
41.208,0.0000
41.250,0.0000
41.292,0.0000
41.333,0.0000
41.375,0.0000
41.417,0.0000
41.458,0.0000
41.500,0.0000
41.542,0.0000
41.583,0.0000
41.625,0.0000
41.667,0.0000
41.708,0.0000
41.750,0.0000
41.792,0.0000
41.833,0.0000
41.875,0.0000
41.917,0.0000
41.958,0.0000
42.000,0.0000
42.042,0.0000
42.083,0.0000
42.125,0.0000
42.167,0.0000
42.208,0.0000
42.250,0.0000
42.292,0.0000
42.333,0.0000
42.375,0.0000
42.417,0.0000
42.458,0.0000
42.500,0.0000
42.542,0.0000
42.583,0.0000
42.625,0.0000
42.667,0.0000
42.708,0.0000
42.750,0.0000
42.792,0.0000
42.833,0.0000
42.875,0.0000
42.917,0.0000
42.958,0.0000
43.000,0.0000
43.042,0.0000
43.083,0.0000
43.125,0.0000
43.167,0.0000
43.208,0.0000
43.250,0.0000
43.292,0.0000
43.333,0.0000
43.375,0.0000
43.417,0.0000
43.458,0.0000
43.500,0.0000
43.542,0.0000
43.583,0.0000
43.625,0.0000
43.667,0.0000
43.708,0.0000
43.750,0.0000
43.792,0.0000
43.833,0.0000
43.875,0.0000
43.917,0.0000
43.958,0.0000
44.000,0.0000
44.042,0.0000
44.083,0.0000
44.125,0.0000
44.167,0.0000
44.208,0.0000
44.250,0.0000
44.292,0.0000
44.333,0.0000
44.375,0.0000
44.417,0.0000
44.458,0.0000
44.500,0.0000
44.542,0.0000
44.583,0.0000
44.625,0.0000
44.667,0.0000
44.708,0.0000
44.750,0.0000
44.792,0.0000
44.833,0.0000
44.875,0.0000
44.917,0.0000
44.958,0.0000
45.000,0.0000
45.042,0.0000
45.083,0.0000
45.125,0.0000
45.167,0.0000
45.208,0.0000
45.250,0.0000
45.292,0.0000
45.333,0.0000
45.375,0.0000
45.417,0.0000
45.458,0.0000
45.500,0.0000
45.542,0.0000
45.583,0.0000
45.625,0.0000
45.667,0.0000
45.708,0.0000
45.750,0.0000
45.792,0.0000
45.833,0.0000
45.875,0.0000
45.917,0.0000
45.958,0.0000
46.000,0.0000
46.042,0.0000
46.083,0.0000
46.125,0.0000
46.167,0.0000
46.208,0.0000
46.250,0.0000
46.292,0.0000
46.333,0.0000
46.375,0.0000
46.417,0.0000
46.458,0.0000
46.500,0.0000
46.542,0.0000
46.583,0.0000
46.625,0.0000
46.667,0.0000
46.708,0.0000
46.750,0.0000
46.792,0.0000
46.833,0.0000
46.875,0.0000
46.917,0.0000
46.958,0.0000
47.000,0.0000
47.042,0.0000
47.083,0.0000
47.125,0.0000
47.167,0.0000
47.208,0.0000
47.250,0.0000
47.292,0.0000
47.333,0.0000
47.375,0.0000
47.417,0.0000
47.458,0.0000
47.500,0.0000
47.542,0.0000
47.583,0.0000
47.625,0.0000
47.667,0.0000
47.708,0.0000
47.750,0.0000
47.792,0.0000
47.833,0.0000
47.875,0.0000
47.917,0.0000
47.958,0.0000
48.000,0.0000
48.042,0.0000
48.083,0.0000
48.125,0.0000
48.167,0.0000
48.208,0.0000
48.250,0.0000
48.292,0.0000
48.333,0.0000
48.375,0.0000
48.417,0.0000
48.458,0.0000
48.500,0.0000
48.542,0.0000
48.583,0.0000
48.625,0.0000
48.667,0.0000
48.708,0.0000
48.750,0.0000
48.792,0.0000
48.833,0.0000
48.875,0.0000
48.917,0.0000
48.958,0.0000
49.000,0.0000
49.042,0.0000
49.083,0.0000
49.125,0.0000
49.167,0.0000
49.208,0.0000
49.250,0.0000
49.292,0.0000
49.333,0.0000
49.375,0.0000
49.417,0.0000
49.458,0.0000
49.500,0.0000
49.542,0.0000
49.583,0.0000
49.625,0.0000
49.667,0.0000
49.708,0.0000
49.750,0.0000
49.792,0.0000
49.833,0.0000
49.875,0.0000
49.917,0.0000
49.958,0.0000
50.000,0.0000
50.042,0.0000
50.083,0.0000
50.125,0.0000
50.167,0.0000
50.208,0.0000
50.250,0.0000
50.292,0.0000
50.333,0.0000
50.375,0.0000
50.417,0.0000
50.458,0.0000
50.500,0.0000
50.542,0.0000
50.583,0.0000
50.625,0.0000
50.667,0.0000
50.708,0.0000
50.750,0.0000
50.792,0.0000
50.833,0.0000
50.875,0.0000
50.917,0.0000
50.958,0.0000
51.000,0.0000
51.042,0.0000
51.083,0.0000
51.125,0.0000
51.167,0.0000
51.208,0.0000
51.250,0.0000
51.292,0.0000
51.333,0.0000
51.375,0.0000
51.417,0.0000
51.458,0.0000
51.500,0.0000
51.542,0.0000
51.583,0.0000
51.625,0.0000
51.667,0.0000
51.708,0.0000
51.750,0.0000
51.792,0.0000
51.833,0.0000
51.875,0.0000
51.917,0.0000
51.958,0.0000
52.000,0.0000
52.042,0.0000
52.083,0.0000
52.125,0.0000
52.167,0.0000
52.208,0.0000
52.250,0.0000
52.292,0.0000
52.333,0.0000
52.375,0.0000
52.417,0.0000
52.458,0.0000
52.500,0.0000
52.542,0.0000
52.583,0.0000
52.625,0.0000
52.667,0.0000
52.708,0.0000
52.750,0.0000
52.792,0.0000
52.833,0.0000
52.875,0.0000
52.917,0.0000
52.958,0.0000
53.000,0.0000
53.042,0.0000
53.083,0.0000
53.125,0.0000
53.167,0.0000
53.208,0.0000
53.250,0.0000
53.292,0.0000
53.333,0.0000
53.375,0.0000
53.417,0.0000
53.458,0.0000
53.500,0.0000
53.542,0.0000
53.583,0.0000
53.625,0.0000
53.667,0.0000
53.708,0.0000
53.750,0.0000
53.792,0.0000
53.833,0.0000
53.875,0.0000
53.917,0.0000
53.958,0.0000
54.000,0.0000
54.042,0.0000
54.083,0.0000
54.125,0.0000
54.167,0.0000
54.208,0.0000
54.250,0.0000
54.292,0.0000
54.333,0.0000
54.375,0.0000
54.417,0.0000
54.458,0.0000
54.500,0.0000
54.542,0.0000
54.583,0.0000
54.625,0.0000
54.667,0.0000
54.708,0.0000
54.750,0.0000
54.792,0.0000
54.833,0.0000
54.875,0.0000
54.917,0.0000
54.958,0.0000
55.000,0.0000
55.042,0.0000
55.083,0.0000
55.125,0.0000
55.167,0.0000
55.208,0.0000
55.250,0.0000
55.292,0.0000
55.333,0.0000
55.375,0.0000
55.417,0.0000
55.458,0.0000
55.500,0.0000
55.542,0.0000
55.583,0.0000
55.625,0.0000
55.667,0.0000
55.708,0.0000
55.750,0.0000
55.792,0.0000
55.833,0.0000
55.875,0.0000
55.917,0.0000
55.958,0.0000
56.000,0.0000
56.042,0.0000
56.083,0.0000
56.125,0.0000
56.167,0.0000
56.208,0.0000
56.250,0.0000
56.292,0.0000
56.333,0.0000
56.375,0.0000
56.417,0.0000
56.458,0.0000
56.500,0.0000
56.542,0.0000
56.583,0.0000
56.625,0.0000
56.667,0.0000
56.708,0.0000
56.750,0.0000
56.792,0.0000
56.833,0.0000
56.875,0.0000
56.917,0.0000
56.958,0.0000
57.000,0.0000
57.042,0.0000
57.083,0.0000
57.125,0.0000
57.167,0.0000
57.208,0.0000
57.250,0.0000
57.292,0.0000
57.333,0.0000
57.375,0.0000
57.417,0.0000
57.458,0.0000
57.500,0.0000
57.542,0.0000
57.583,0.0000
57.625,0.0000
57.667,0.0000
57.708,0.0000
57.750,0.0000
57.792,0.0000
57.833,0.0000
57.875,0.0000
57.917,0.0000
57.958,0.0000
58.000,0.0000
58.042,0.0000
58.083,0.0000
58.125,0.0000
58.167,0.0000
58.208,0.0000
58.250,0.0000
58.292,0.0000
58.333,0.0000
58.375,0.0000
58.417,0.0000
58.458,0.0000
58.500,0.0000
58.542,0.0000
58.583,0.0000
58.625,0.0000
58.667,0.0000
58.708,0.0000
58.750,0.0000
58.792,0.0000
58.833,0.0000
58.875,0.0000
58.917,0.0000
58.958,0.0000
59.000,0.0000
59.042,0.0000
59.083,0.0000
59.125,0.0000
59.167,0.0000
59.208,0.0000
59.250,0.0000
59.292,0.0000
59.333,0.0000
59.375,0.0000
59.417,0.0000
59.458,0.0000
59.500,0.0000
59.542,0.0000
59.583,0.0000
59.625,0.0000
59.667,0.0000
59.708,0.0000
59.750,0.0000
59.792,0.0000
59.833,0.0000
59.875,0.0000
59.917,0.0000
59.958,0.0000
60.000,0.0000
60.042,0.0000
60.083,0.0000
60.125,0.0000
60.167,0.0000
60.208,0.0000
60.250,0.0000
60.292,0.0000
60.333,0.0000
60.375,0.0000
60.417,0.0000
60.458,0.0000
60.500,0.0000
60.542,0.0000
60.583,0.0000
60.625,0.0000
60.667,0.0000
60.708,0.0000
60.750,0.0000
60.792,0.0000
60.833,0.0000
60.875,0.0000
60.917,0.0000
60.958,0.0000
61.000,0.0000
61.042,0.0000
61.083,0.0000
61.125,0.0000
61.167,0.0000
61.208,0.0000
61.250,0.0000
61.292,0.0000
61.333,0.0000
61.375,0.0000
61.417,0.0000
61.458,0.0000
61.500,0.0000
61.542,0.0000
61.583,0.0000
61.625,0.0000
61.667,0.0000
61.708,0.0000
61.750,0.0000
61.792,0.0000
61.833,0.0000
61.875,0.0000
61.917,0.0000
61.958,0.0000
62.000,0.0000
62.042,0.0000
62.083,0.0000
62.125,0.0000
62.167,0.0000
62.208,0.0000
62.250,0.0000
62.292,0.0000
62.333,0.0000
62.375,0.0000
62.417,0.0000
62.458,0.0000
62.500,0.0000
62.542,0.0000
62.583,0.0000
62.625,0.0000
62.667,0.0000
62.708,0.0000
62.750,0.0000
62.792,0.0000
62.833,0.0000
62.875,0.0000
62.917,0.0000
62.958,0.0000
63.000,0.0000
63.042,0.0000
63.083,0.0000
63.125,0.0000
63.167,0.0000
63.208,0.0000
63.250,0.0000
63.292,0.0000
63.333,0.0000
63.375,0.0000
63.417,0.0000
63.458,0.0000
63.500,0.0000
63.542,0.0000
63.583,0.0000
63.625,0.0000
63.667,0.0000
63.708,0.0000
63.750,0.0000
63.792,0.0000
63.833,0.0000
63.875,0.0000
63.917,0.0000
63.958,0.0000
64.000,0.0000
64.042,0.0000
64.083,0.0000
64.125,0.0000
64.167,0.0000
64.208,0.0000
64.250,0.0000
64.292,0.0000
64.333,0.0000
64.375,0.0000
64.417,0.0000
64.458,0.0000
64.500,0.0000
64.542,0.0000
64.583,0.0000
64.625,0.0000
64.667,0.0000
64.708,0.0000
64.750,0.0000
64.792,0.0000
64.833,0.0000
64.875,0.0000
64.917,0.0000
64.958,0.0000
65.000,0.0000
65.042,0.0000
65.083,0.0000
65.125,0.0000
