$Lewiston met year 2016 combined Redding and TrinityCamp Tair and Tdew YC 03/14/23,,,,,,
",,,",,,,,,
Julian Date,Air Temp,Dewpoint Temp,Wind Speed,Wind Direction,Cloud Cover,Short radiation
4.708,7.87,5.97,8,5.759586532,0,1.05
4.75,7,5.99,7,5.672320069,0,0
4.792,7,5.99,8,5.672320069,0,0
4.833,7,5.99,7,5.672320069,0,0
4.875,7,5.99,6,5.585053606,0,0
4.917,7,5.7,6,5.619960191,0,0
4.958,7,4.97,7,5.864306287,0,0
5,7,3.96,7,5.881759579,0,0
5.042,7,4.08,8,5.619960191,0,0
5.083,7,4.97,6,5.707226654,0,0
5.125,7,4.97,7,5.585053606,0,0
5.167,7,5.99,8,5.637413484,0,0
5.208,7,5.99,8,5.532693729,0,0
5.25,8,6.09,5,5.532693729,0,0
5.292,8.23,7.11,7,5.567600314,0,0
5.333,10,7.98,7,5.550147021,0,3.02
5.375,9.71,7.98,7,5.602506899,0,24.99
5.417,9.15,7.91,6,5.427973974,0,69.04
5.458,10,7.98,6,5.585053606,0,91
5.5,10,7.98,0,2.00712864,0,116.92
5.542,9.33,7.99,4,2.897246558,0,94.95
5.583,10,7.98,4,3.106686069,0,81.01
5.625,10,7.98,5,3.490658504,0,79.03
5.667,10,7.98,3,2.687807048,0,46.95
5.708,10,7.98,5,2.775073511,0,8.02
5.75,10,7.98,2,3.089232776,0,0
5.792,9,7.22,4,2.42600766,0,0
5.833,9,7.99,6,2.967059728,0,0
5.875,9.77,7.98,3,3.141592654,0,0
5.917,9,6.97,3,5.759586532,0,0
5.958,9,6.97,3,5.585053606,0,0
6,9,6.97,5,2.059488517,0,0
6.042,9,6.97,4,2.35619449,0,0
6.083,9,6.97,4,2.303834613,0,0
6.125,9,6.97,3,2.268928028,0,0
6.167,9,6.97,3,0.157079633,0,0
6.208,9,6.97,7,2.164208272,0,0
6.25,9,6.97,7,2.548180708,0,0
6.292,8.88,6.97,1,5.148721293,0,0
6.333,8.06,6.93,3,5.759586532,0,3.02
6.375,8,5.97,5,5.829399702,0,18.01
6.417,8,5.97,4,0.017453293,0,33.01
6.458,8,5.97,4,0.122173048,0,59.04
6.5,8,5.12,7,6.073745797,0,117.97
6.542,8.16,6.13,7,6.038839212,0,134.93
6.583,9,6.97,6,6.073745797,0,121.92
6.625,8,6.83,5,5.899212872,0,74.03
6.667,7,5.57,5,5.846852994,0,31.96
6.708,6,3.97,2,5.689773362,0,1.98
6.75,6,3.97,3,5.427973974,0,0
6.792,6,3.97,4,5.585053606,0,0
6.833,6,3.97,3,5.550147021,0,0
6.875,6,3.97,4,5.445427266,0,0
6.917,6,3.97,2,5.742133239,0,0
6.958,6,3.97,3,2.129301687,0,0
7,6,3.97,3,5.654866776,0,0
7.042,6,3.97,1,2.199114858,0,0
7.083,6,3.97,1,5.497787144,0,0
7.125,6,3.97,1,0.872664626,0,0
7.167,6,3.97,2,5.934119457,0,0
7.208,7,3.96,0,3.298672286,0,0
7.25,7,3.96,2,2.094395102,0,0
7.292,7,4.97,0,5.777039824,0,0
7.333,7,4.97,3,5.811946409,0,14.99
7.375,7,5.29,4,6.265732015,0,94.02
7.417,7.22,5.99,5,5.340707511,0,126.91
7.458,8,5.97,2,0.733038286,0,124.94
7.5,8.78,5.96,2,0.20943951,0,154.92
7.542,9.25,5.83,3,1.291543646,0,155.97
7.583,10,4.95,3,1.815142422,0,170.96
7.625,10,4.95,1,0,0,106.92
7.667,9.88,4.95,3,5.619960191,0,49.05
7.708,8.77,4.95,4,5.270894341,0,3.95
7.75,7,4.85,4,5.637413484,0,0
7.792,7,3.96,2,5.148721293,0,0
7.833,7,3.96,2,5.305800926,0,0
7.875,7,3.96,3,5.515240436,0,0
7.917,6.88,3.96,4,5.532693729,0,0
7.958,6,3.97,4,5.532693729,0,0
8,6,3.97,5,5.899212872,0,0
8.042,6,3.97,4,5.707226654,0,0
8.083,5.88,3.85,3,5.550147021,0,0
8.125,4.3,2.98,3,5.637413484,0,0
8.167,3.82,1.79,5,5.654866776,0,0
8.208,2.75,0.72,3,5.672320069,0,0
8.25,2,-0.4,4,5.742133239,0,0
8.292,1,-1.03,4,5.969026042,0,0
8.333,1.78,-1.05,0,5.777039824,0,33.01
8.375,4.35,2.2,1,5.724679947,0,139
8.417,7.23,3.96,2,5.585053606,0,365.87
8.458,9.12,4.06,3,5.759586532,0,405.85
8.5,10.12,4.83,3,5.427973974,0,259.87
8.542,11.12,3.93,5,2.199114858,0,338.9
8.583,12,3.92,4,5.759586532,0,193.97
8.625,12,3.8,2,1.692969374,0,122.96
8.667,11.77,3.16,2,5.899212872,0,34.98
8.708,9.88,4.95,4,5.899212872,0,3.02
8.75,9,4.95,4,5.602506899,0,0
8.792,9,4.83,3,5.881759579,0,0
8.833,8.88,4.06,4,0.715584993,0,0
8.875,8,4.84,3,5.986479334,0,0
8.917,8,3.95,3,6.126105675,0,0
8.958,8,3.95,5,5.899212872,0,0
9,8,4.96,6,5.864306287,0,0
9.042,7.04,5.09,4,5.742133239,0,0
9.083,7.13,5.73,4,5.864306287,0,0
9.125,7.04,5.81,4,5.864306287,0,0
9.167,7,5.99,3,5.811946409,0,0
9.208,7.16,5.67,3,5.462880559,0,0
9.25,7,5.99,3,5.777039824,0,0
9.292,7,5.99,3,5.969026042,0,0
9.333,7,5.22,3,5.846852994,0,1.05
9.375,7,5.99,4,5.934119457,0,6.97
9.417,7.13,5.99,4,6.038839212,0,18.94
9.458,8,5.97,4,5.899212872,0,71.94
9.5,7.88,5.97,3,5.794493117,0,94.02
9.542,7,5.99,4,5.881759579,0,201.88
9.583,7.12,5.99,5,5.742133239,0,114.01
9.625,7.88,5.97,5,5.602506899,0,81.01
9.667,7,5.99,5,5.777039824,0,16.04
9.708,7,5.87,3,5.532693729,0,3.02
9.75,7,4.97,5,5.724679947,0,0
9.792,7,4.97,4,5.462880559,0,0
9.833,7,4.97,2,5.550147021,0,0
9.875,7,4.97,3,5.759586532,0,0
9.917,7,4.97,3,5.672320069,0,0
9.958,7,4.97,3,5.637413484,0,0
10,7,4.97,3,5.480333851,0,0
10.042,7,4.97,3,5.899212872,0,0
10.083,7,4.85,2,0.244346095,0,0
10.125,7,3.96,3,6.003932627,0,0
10.167,7,3.96,4,5.707226654,0,0
10.208,6.88,3.84,4,6.213372137,0,0
10.25,5.88,2.96,3,0.13962634,0,0
10.292,4.88,2.85,2,5.654866776,0,0
10.333,4.23,2.2,6,5.794493117,0,11.04
10.375,6.23,3.97,4,5.672320069,0,195.95
10.417,8.23,4.07,6,6.056292504,0,284.86
10.458,10.23,4.83,5,6.213372137,0,377.84
10.5,12.12,3.92,5,6.003932627,0,420.84
10.542,13.12,3.8,3,0.261799388,0,414.8
10.583,14.12,2.92,4,5.916666164,0,359.82
10.625,15,2.92,4,0.925024504,0,261.85
10.667,14.65,2.92,3,2.181661565,0,106.92
10.708,11.65,3.04,5,0.925024504,0,6.04
10.75,8.88,3.94,5,5.794493117,0,0
10.792,7.88,3.83,6,5.759586532,0,0
10.833,6.77,2.95,6,5.602506899,0,0
10.875,5,2.97,7,5.934119457,0,0
10.917,5.12,2.97,3,5.515240436,0,0
10.958,6,2.96,6,5.602506899,0,0
11,6,2.96,6,5.637413484,0,0
11.042,5.88,2.96,6,5.532693729,0,0
11.083,5.12,2.97,3,5.375614096,0,0
11.125,6,2.96,5,5.567600314,0,0
11.167,6,3.08,5,5.654866776,0,0
11.208,6,3.97,5,5.654866776,0,0
11.25,6.12,3.97,5,5.532693729,0,0
11.292,7,3.96,7,5.637413484,0,0
11.333,7.12,3.96,6,5.637413484,0,5
11.375,8,4.07,6,5.532693729,0,21.04
11.417,8.12,5.08,4,5.689773362,0,56.95
11.458,9.12,5.96,3,5.916666164,0,82.98
11.5,10,6.07,5,5.619960191,0,110.99
11.542,10.12,6.97,4,5.864306287,0,91.93
11.583,11,5.95,4,5.916666164,0,64.97
11.625,11,5.95,4,6.056292504,0,51.95
11.667,11,5.95,5,5.637413484,0,31.96
11.708,11,6.07,5,5.619960191,0,1.98
11.75,10.88,6.96,5,5.794493117,0,0
11.792,10,6.97,5,5.689773362,0,0
11.833,9.88,6.85,6,5.759586532,0,0
11.875,8.88,5.96,4,5.829399702,0,0
11.917,8,5.97,5,5.916666164,0,0
11.958,7.88,5.85,4,5.619960191,0,0
12,7.12,4.97,5,5.550147021,0,0
12.042,8,4.96,7,5.637413484,0,0
12.083,7.88,4.96,4,5.654866776,0,0
12.125,7,4.97,3,5.899212872,0,0
12.167,7,4.97,4,5.567600314,0,0
12.208,7,4.97,3,5.462880559,0,0
12.25,7,4.97,5,5.550147021,0,0
12.292,7.12,4.97,4,6.003932627,0,0
12.333,8,5.08,3,6.195918845,0,3.95
12.375,8.12,5.97,3,6.021385919,0,21.97
12.417,9.12,5.96,2,6.23082543,0,26.96
12.458,10.12,6.07,6,5.654866776,0,28.01
12.5,11,6.84,3,5.986479334,0,38
12.542,11.12,5.95,6,5.742133239,0,51.02
12.583,12,6.06,5,5.846852994,0,105.99
12.625,12,6.95,5,5.742133239,0,46.02
12.667,11.88,6.95,8,2.652900463,0,19.99
12.708,11,6.96,10,2.687807048,0,3.02
12.75,11,6.96,2,2.949606436,0,0
12.792,11,6.96,3,5.166174586,0,0
12.833,10.88,6.96,4,5.323254219,0,0
12.875,10,7.09,5,5.881759579,0,0
12.917,10,7.86,5,5.550147021,0,0
12.958,10,6.97,5,1.239183769,0,0
13,9.88,6.97,7,5.689773362,0,0
13.042,9.3,7.28,4,5.637413484,0,0
13.083,10,6.97,6,5.619960191,0,0
13.125,9.19,7.06,7,5.637413484,0,0
13.167,9,6.97,5,5.497787144,0,0
13.208,9,6.97,6,2.251474735,0,0
13.25,9,6.97,6,2.42600766,0,0
13.292,9,6.97,6,2.862339973,0,0
13.333,10,7.98,6,2.530727415,0,16.04
13.375,10.15,7.98,3,3.595378259,0,59.97
13.417,11,7.97,3,3.735004599,0,46.02
13.458,11.12,8.09,2,3.543018382,0,79.03
13.5,12,8.97,8,6.021385919,0,33.01
13.542,13,9.69,11,4.276056667,0,81.94
13.583,12.23,7.49,11,4.660029103,0,355.87
13.625,14,3.57,12,4.555309348,0,277.89
13.667,13.77,1.03,13,4.188790205,0,125.98
13.708,11.77,2.03,9,4.188790205,0,6.97
13.75,9.65,2.93,5,2.548180708,0,0
13.792,7,2.95,6,3.071779484,0,0
13.833,6.88,2.83,5,3.071779484,0,0
13.875,5.77,1.95,4,4.380776423,0,0
13.917,4,1.97,3,5.777039824,0,0
13.958,4,1.97,4,5.340707511,0,0
14,3.88,1.85,3,5.585053606,4,0
14.042,3,0.97,2,5.427973974,4,0
14.083,3,0.97,3,5.515240436,4,0
14.125,3.12,1.09,3,5.811946409,4,0
14.167,4,1.97,4,5.619960191,4,0
14.208,4.12,1.97,6,5.654866776,4,0
14.25,5.12,2.08,3,6.248278722,4,0
14.292,6,2.96,4,6.038839212,4,0
14.333,6,2.96,5,5.619960191,4,6.04
14.375,6,3.08,5,5.654866776,4,21.97
14.417,6.12,3.97,2,5.689773362,4,21.97
14.458,7,3.96,6,5.724679947,4,16.04
14.5,7,3.96,5,5.881759579,4,16.04
14.542,6,3.97,3,5.777039824,4,11.04
14.583,7,4.08,0,1.012290966,4,6.97
14.625,7,4.85,3,6.056292504,4,3.02
14.667,7,3.96,5,5.742133239,4,1.98
14.708,7,4.9,0,0.314159265,4,0
14.75,7,3.96,3,6.038839212,4,0
14.792,7.58,4.96,1,6.038839212,4,0
14.833,8,5.97,4,6.038839212,4,0
14.875,7,3.96,4,6.038839212,4,0
14.917,7,3.96,2,6.038839212,4,0
14.958,6.88,3.96,0,6.038839212,4,0
15,6,3.97,1,6.038839212,0,0
15.042,6,3.97,2,6.038839212,0,0
15.083,6,3.97,1,6.038839212,0,0
15.125,6,3.97,1,6.038839212,0,0
15.167,6,3.85,1,6.038839212,0,0
15.208,5.36,2.97,4,6.038839212,0,0
15.25,5,2.97,2,6.038839212,0,0
15.292,3.92,1.94,0,6.038839212,0,0
15.333,3.57,1.81,3,6.038839212,0,1.98
15.375,5.86,2.95,6,6.056292504,0,14.99
15.417,7.99,4.43,4,6.056292504,0,59.97
15.458,9.47,4.83,0,6.108652382,0,255.92
15.5,10.13,3.92,0,5.969026042,0,299.85
15.542,11.09,3.84,0,2.932153143,0,310.89
15.583,11.12,3.93,3,5.619960191,0,212.92
15.625,11.88,3.92,1,1.117010721,0,167.94
15.667,11,3.93,3,5.829399702,0,53
15.708,10.88,4.17,6,5.567600314,0,5
15.75,9.88,5.95,7,5.462880559,0,0
15.792,9,5.96,6,5.410520681,0,0
15.833,8.88,5.96,4,5.462880559,0,0
15.875,8,5.97,5,5.916666164,0,0
15.917,8,5.97,6,5.742133239,0,0
15.958,8,5.97,6,5.689773362,0,0
16,7.88,5.97,7,5.497787144,0,0
16.042,7,5.99,6,6.003932627,0,0
16.083,7.03,5.85,5,5.724679947,0,0
16.125,7.16,5.44,6,5.585053606,0,0
16.167,7,4.97,5,5.619960191,0,0
16.208,6.96,4.97,6,5.602506899,0,0
16.25,7,4.97,8,5.637413484,0,0
16.292,7,4.97,6,5.558873668,0,0.99
16.333,7,4.97,4,5.480333851,0,1.98
16.375,7,5.31,5,5.375614096,0,18.01
16.417,7.12,6.11,3,2.949606436,0,38.93
16.458,8.12,6.99,6,5.899212872,0,218.96
16.5,9,6.97,3,5.305800926,0,165.97
16.542,9.12,7.99,6,2.129301687,0,278.93
16.583,10,7.98,5,5.602506899,0,274.87
16.625,10,7.98,6,1.989675347,0,157.95
16.667,10,7.98,5,5.742133239,0,97.98
16.708,10,7.98,3,5.602506899,0,10
16.75,10,7.98,5,5.602506899,0,0
16.792,10,7.98,5,5.672320069,0,0
16.833,10,7.98,7,5.602506899,0,0
16.875,10,8.99,7,5.619960191,0,0
16.917,10,8.6,4,5.567600314,0,0
16.958,10,7.98,5,5.515240436,0,0
17,10,7.98,5,5.619960191,3,0
17.042,10,7.98,5,5.532693729,3,0
17.083,10,7.98,5,5.567600314,3,0
17.125,10,7.98,5,5.672320069,3,0
17.167,10,8.19,6,5.619960191,3,0
17.208,9,7.99,3,2.809980096,3,0
17.25,10,7.98,3,2.443460953,3,0
17.292,9.78,7.98,4,2.35619449,3,0
17.333,10,7.98,4,5.340707511,3,1.98
17.375,11.12,9.1,3,3.508111797,3,6.97
17.417,12,9.98,2,5.864306287,3,11.04
17.458,12,10.1,4,2.478367538,3,11.97
17.5,12.12,10.99,3,5.462880559,3,33.01
17.542,13.12,10.98,9,2.670353756,3,39.98
17.583,14,10.97,8,2.862339973,3,21.04
17.625,13.75,10.97,4,3.577924967,3,6.97
17.667,12.86,10.7,3,2.164208272,3,13.02
17.708,13,10.98,3,2.757620218,3,1.05
17.75,13,10.98,4,3.211405824,3,0
17.792,12.97,10.99,6,2.722713633,3,0
17.833,12.87,10.71,7,2.478367538,3,0
17.875,12,10.99,5,2.513274123,3,0
17.917,12,10.75,7,2.583087293,3,0
17.958,12.15,10.99,4,3.211405824,3,0
18,13,10.98,2,3.420845334,0,0
18.042,12.88,10.98,2,5.201081171,0,0
18.083,12,10.99,4,5.358160804,0,0
18.125,12,10.99,6,5.619960191,0,0
18.167,12,10.99,4,5.759586532,0,0
18.208,11.88,10.76,2,5.654866776,0,0
18.25,11,8.98,3,5.899212872,0,0
18.292,11,8.98,2,6.16101226,0,0
18.333,11,8.84,3,6.056292504,0,8.02
18.375,11,7.97,6,6.021385919,0,102.97
18.417,11,8.98,1,6.073745797,0,189.91
18.458,12.16,9.98,0,2.251474735,0,245.93
18.5,13.23,9.73,3,0.558505361,0,381.91
18.542,13.16,9.12,6,2.129301687,0,306.94
18.583,14,9.97,6,2.07694181,0,212.92
18.625,14,9.97,5,2.583087293,0,49.05
18.667,14,9.97,4,2.670353756,0,16.04
18.708,13,9.85,3,4.956735076,0,1.05
18.75,13,9.08,3,5.637413484,0,0
18.792,13.06,10.08,1,2.722713633,0,0
18.833,13,10.98,3,5.672320069,0,0
18.875,13,10.98,3,5.602506899,0,0
18.917,13,10.86,2,5.323254219,0,0
18.958,13,9.97,3,5.218534463,0,0
19,13,9.97,1,5.550147021,0,0
19.042,13,9.97,3,5.829399702,0,0
19.083,13,10.1,2,5.515240436,0,0
19.125,13,10.98,3,2.897246558,0,0
19.167,13,9.97,4,5.619960191,0,0
19.208,12.88,9.97,1,5.497787144,0,0
19.25,12.08,9.98,4,5.497787144,0,0
19.292,12,9.98,6,5.707226654,0,0
19.333,12,9.86,4,5.375614096,0,1.05
19.375,12,9.09,5,5.654866776,0,8.02
19.417,12,9.98,3,5.864306287,0,23.01
19.458,12,9.98,10,5.427973974,0,97.98
19.5,12.12,10.1,6,2.268928028,0,222.91
19.542,13.12,11.1,8,3.630284844,0,376.91
19.583,14,11.98,6,4.101523742,0,377.84
19.625,15,12.86,7,3.787364477,0,180.96
19.667,14.88,11.86,8,4.01425728,0,66.01
19.708,13.88,10.97,8,3.717551307,0,13.95
19.75,12.88,10.51,8,3.787364477,0,0
19.792,12.12,7.18,8,4.066617157,0,0
19.833,13,8.61,4,3.612831552,0,0
19.875,13,6.41,5,3.071779484,0,0
19.917,12.88,9.97,12,3.735004599,0,0
19.958,12,9.98,5,2.757620218,0,0
20,12,9.98,6,2.373647783,0,0
20.042,10.77,7.85,6,2.583087293,0,0
20.083,8.88,6.85,3,3.543018382,0,0
20.125,8,5.85,4,5.375614096,0,0
20.167,8,5.08,4,5.654866776,0,0
20.208,8,5.97,5,5.550147021,0,0
20.25,8,5.97,1,5.829399702,0,0
20.292,8.12,4.96,4,5.707226654,0,0
20.333,9,4.95,5,5.585053606,0,28.94
20.375,9.24,5.19,4,5.654866776,0,199.9
20.417,11.12,6.07,5,5.846852994,0,213.97
20.458,12.23,7.18,5,5.881759579,0,352.85
20.5,13.27,7.95,7,5.742133239,0,226.87
20.542,14,7.95,4,5.742133239,0,104.02
20.583,14,8.15,5,6.126105675,0,119.01
20.625,14,8.96,5,5.969026042,0,110.99
20.667,14,8.96,6,5.951572749,0,56.95
20.708,13.77,8.96,6,5.916666164,0,6.04
20.75,12,8.97,6,5.707226654,0,0
20.792,11.77,8.85,6,5.759586532,0,0
20.833,10,7.98,5,5.759586532,0,0
20.875,10,7.86,5,5.707226654,0,0
20.917,9.88,6.97,4,5.532693729,0,0
20.958,9,6.97,6,5.585053606,0,0
21,9,6.97,5,5.515240436,0,0
21.042,9,6.97,6,5.515240436,0,0
21.083,9,6.97,5,5.550147021,0,0
21.125,9,6.97,4,5.585053606,0,0
21.167,9,7.09,6,5.672320069,0,0
21.208,9,7.99,7,5.550147021,0,0
21.25,9,7.99,7,5.585053606,0,0
21.292,9,7.87,4,6.073745797,0,0
21.333,9.12,7.09,3,0.157079633,0,16.97
21.375,10.12,7.98,3,6.16101226,0,97.98
21.417,11,8.2,5,0.034906585,0,272.89
21.458,12,7.96,7,0.959931089,0,227.91
21.5,12,7.96,8,0.872664626,0,460.45
21.542,13,8.07,6,0.925024504,0,394.81
21.583,14,8.96,9,2.234021443,0,295.9
21.625,13.88,8.96,8,1.919862177,0,144.93
21.667,13,8.96,5,1.326450232,0,36.96
21.708,13,8.96,4,5.619960191,0,8.02
21.75,13,8.96,7,2.21656815,0,0
21.792,12.74,8.96,3,0.244346095,0,0
21.833,12,9.98,2,5.637413484,0,0
21.875,12,9.98,5,2.338741198,0,0
21.917,12,9.98,5,3.036872898,0,0
21.958,12,9.98,8,2.024581932,0,0
22,11.88,9.86,7,2.740166926,0,0
22.042,11.12,8.98,6,2.42600766,0,0
22.083,12.12,8.97,4,2.705260341,0,0
22.125,12.88,8.96,10,2.740166926,0,0
22.167,12.12,8.97,10,2.809980096,0,0
22.208,12.82,8.94,11,2.583087293,0,0
22.25,12,8.97,4,3.857177647,0,0
22.292,12,8.97,5,3.351032164,0,0
22.333,12,8.97,2,5.567600314,0,18.01
22.375,12,9.09,1,6.108652382,0,54.97
22.417,12.12,9.98,3,1.692969374,0,71.94
22.458,13,9.97,2,1.082104136,0,120.99
22.5,13,10.09,2,1.466076572,0,152.95
22.542,13,10.86,5,1.93731547,0,139.93
22.583,13,9.97,0,2.443460953,0,153.99
22.625,13,9.85,6,2.111848395,0,97.98
22.667,13,8.96,8,2.321287905,0,44.98
22.708,13,8.96,7,2.181661565,0,5
22.75,13,8.96,7,2.635447171,0,0
22.792,13,8.96,7,2.583087293,0,0
22.833,13,8.96,8,2.757620218,0,0
22.875,13,9.17,11,2.792526803,0,0
22.917,12.88,10.09,9,3.403392041,0,0
22.958,12.1,10.79,4,3.665191429,0,0
23,12,9.34,6,5.253441049,0,0
23.042,11,8.74,4,2.391101075,0,0
23.083,11.12,6.96,6,2.513274123,0,0
23.125,12,6.95,8,2.792526803,0,0
23.167,12,6.95,7,2.600540585,0,0
23.208,12,6.95,7,2.827433388,0,0
23.25,11.88,6.95,11,2.670353756,0,0
23.292,11,6.96,10,2.617993878,0,0
23.333,11,7.13,6,2.338741198,0,10
23.375,11,7.97,6,3.159045946,0,81.94
23.417,11,7.97,6,3.106686069,0,275.91
23.458,11,8.98,8,2.932153143,0,214.89
23.5,11,8.98,7,3.176499239,0,292.88
23.542,12.12,8.97,5,3.263765701,0,153.99
23.583,13,9.08,7,2.949606436,0,252.9
23.625,13,9.85,7,3.141592654,0,107.97
23.667,12.88,8.96,7,3.682644722,0,92.98
23.708,12,8.97,10,4.101523742,0,13.95
23.75,11.88,8.85,9,3.996803987,0,0
23.792,10.77,7.97,6,4.01425728,0,0
23.833,9,7.87,3,2.670353756,0,0
23.875,8.88,6.85,3,2.321287905,0,0
23.917,7.86,5.83,4,3.892084232,0,0
23.958,6.72,4.69,2,2.548180708,0,0
24,6,3.97,3,3.298672286,0,0
24.042,5.78,2.96,2,3.141592654,0,0
24.083,4,2.83,2,3.333578871,0,0
24.125,4,2.22,3,5.619960191,0,0
24.167,5,2.97,2,2.967059728,0,0
24.208,6,3.97,2,2.268928028,0,0
24.25,6,3.97,3,2.042035225,0,0
24.292,6.2,3.97,2,2.600540585,0,0
24.333,7,4.97,2,2.617993878,0,6.04
24.375,7,5.09,0,0.331612558,0,46.02
24.417,7.12,6.11,2,2.199114858,0,124.94
24.458,9,6.97,4,3.839724354,0,198.97
24.5,11,7.97,3,4.36332313,0,207.92
24.542,11,7.97,4,3.368485456,0,233.96
24.583,11.17,7.97,5,3.839724354,0,151.9
24.625,12,6.95,4,3.420845334,0,114.01
24.667,11.88,7.07,4,5.148721293,0,23.01
24.708,10.88,7.97,2,3.874630939,0,10
24.75,10,7.98,4,5.951572749,0,0
24.792,9.88,7.98,3,6.021385919,0,0
24.833,9,7.87,5,5.532693729,0,0
24.875,9,6.97,3,5.759586532,0,0
24.917,8.88,6.97,0,2.932153143,0,0
24.958,8,6.87,0,5.585053606,0,0
25,8,5.97,1,5.637413484,0,0
25.042,8,5.97,2,5.672320069,0,0
25.083,8,5.97,0,5.113814708,0,0
25.125,8,5.97,0,5.166174586,0,0
25.167,8,5.97,0,5.410520681,0,0
25.208,8,5.97,0,6.038839212,0,0
25.25,7.88,5.85,0,5.811946409,0,0
25.292,7.12,5.09,0,5.689773362,0,0
25.333,8.23,6.09,0,5.777039824,0,21.04
