$WITHDRAWAL AT SEG52                                         ELEV OF WITHDRAWAL CENTERLINE:644.     

JDAY,QWD(m3s-1)
    69.731,   24.4082
    69.776,   24.4082
    69.818,   24.4082
    69.859,   24.4082
    69.902,   24.4082
    69.944,   24.4082
    69.979,   24.4082
    70.025,   24.4082
    70.063,   24.4082
    70.104,   24.4082
    70.147,   24.4082
    70.190,   24.4082
    70.231,   24.4082
    70.274,   24.4082
    70.314,   24.4082
    70.356,   24.4082
    70.401,   24.4082
    70.444,   24.4082
    70.483,   24.4082
    70.525,   24.4082
    70.565,   24.4082
    70.608,   24.4082
    70.649,   24.4082
    70.690,   24.4082
    70.731,   24.4082
    70.772,   24.4082
    70.814,   24.4082
    70.854,   24.4082
    70.896,   24.4082
    70.938,   24.4082
    70.980,   24.4082
    71.022,   24.4082
    71.065,   24.4082
    71.107,   24.4082
    71.146,   24.4082
    71.193,   24.4082
    71.237,   24.4082
    71.279,   24.4082
    71.320,   24.4082
    71.360,   24.4082
    71.401,   24.4082
    71.443,   24.4082
    71.483,   24.4082
    71.525,   24.4082
    71.567,   24.4082
    71.607,   24.4082
    71.649,   24.4082
    71.691,   24.4082
    71.732,   24.4082
    71.775,   24.4082
    71.814,   24.4082
    71.855,   24.4082
    71.901,   24.4082
    71.943,   24.4082
    71.983,   24.4082
    72.025,   24.4082
    72.063,   24.4082
    72.104,   24.4082
    72.146,   24.4082
    72.188,   24.4082
    72.230,   24.4082
    72.272,   24.4082
    72.315,   24.4082
    72.354,   24.4082
    72.397,   24.4082
    72.442,   24.4082
    72.481,   24.4082
    72.524,   24.4082
    72.567,   24.4082
    72.608,   24.4082
    72.648,   24.4082
    72.690,   24.4082
    72.737,   24.4082
    72.774,   24.4082
    72.820,   24.4082
    72.857,   24.4082
    72.896,   24.4082
    72.941,   24.4082
    72.983,   24.4082
    73.026,   24.4082
    73.069,   24.4082
    73.105,   24.4082
    73.148,   24.4082
    73.191,   24.4082
    73.233,   24.4082
    73.275,   24.4082
    73.313,   24.4082
    73.358,   24.4082
    73.400,   24.4082
    73.438,   24.4082
    73.483,   24.4082
    73.523,   24.4082
    73.564,   24.4082
    73.604,   24.4082
    73.649,   24.4082
    73.694,   24.4082
    73.733,   24.4082
    73.777,   24.4082
    73.817,   24.4082
    73.857,   24.4082
    73.898,   24.4082
    73.940,   24.4082
    73.980,   24.4082
    74.027,   24.4082
    74.067,   24.4082
    74.107,   24.4082
    74.147,   24.4082
    74.189,   24.4082
    74.239,   24.4082
    74.271,   24.4082
    74.314,   24.4082
    74.355,   24.4082
    74.400,   24.4082
    74.443,   24.4082
    74.481,   24.4082
    74.525,   24.4082
    74.573,   24.4082
    74.605,   24.4082
    74.647,   24.4082
    74.689,   24.4082
    74.729,   24.4082
    74.773,   24.4082
    74.815,   24.4082
    74.863,   24.4082
    74.899,   24.4082
    74.945,   24.4082
    74.980,   24.4082
    75.025,   24.4082
    75.064,   24.4082
    75.106,   24.4082
    75.146,   24.4082
    75.189,   24.4082
    75.233,   24.4082
    75.278,   24.4082
    75.317,   24.4082
    75.357,   24.4082
    75.400,   24.4082
    75.439,   24.4082
    75.482,   24.4082
    75.525,   24.4082
    75.570,   24.4082
    75.609,   24.4082
    75.652,   24.4082
    75.695,   24.4082
    75.732,   24.4082
    75.776,   24.4082
    75.814,   24.4082
    75.861,   24.4082
    75.901,   24.4082
    75.947,   24.4082
    75.981,   24.4082
    76.024,   24.4082
    76.065,   24.4082
    76.107,   24.4082
    76.147,   24.4082
    76.189,   24.4082
    76.230,   24.4082
    76.271,   24.4082
    76.313,   24.4082
    76.356,   24.4082
    76.400,   24.4082
    76.440,   24.4082
    76.484,   24.4082
    76.530,   24.4082
    76.563,   24.4082
    76.606,   24.4082
    76.650,   24.4082
    76.688,   24.4082
    76.730,   24.4082
    76.773,   24.4082
    76.823,   24.4082
    76.858,   24.4082
    76.897,   24.4082
    76.940,   24.4082
    76.979,   24.4082
    77.026,   24.4082
    77.067,   24.4082
    77.112,   24.4082
    77.148,   24.4082
    77.193,   24.4082
    77.232,   24.4082
    77.272,   24.4082
    77.321,   24.4082
    77.365,   24.4082
    77.407,   24.4082
    77.448,   24.4082
    77.486,   24.4082
    77.521,   24.4082
    77.563,   24.4082
    77.610,   24.4082
    77.646,   24.4082
    77.690,   24.4082
    77.731,   24.4082
    77.779,   24.4082
    77.813,   24.4082
    77.856,   24.4082
    77.900,   24.4082
    77.943,   24.4082
    77.983,   24.4082
    78.023,   24.4082
    78.064,   24.4082
    78.112,   24.4082
    78.156,   24.4082
    78.199,   24.4082
    78.237,   24.4082
    78.277,   24.4082
    78.313,   24.4082
    78.359,   24.4082
    78.404,   24.4082
    78.438,   24.4082
    78.483,   24.4082
    78.523,   24.4082
    78.563,   24.4082
    78.609,   24.4082
    78.655,   24.4082
    78.691,   24.4082
    78.739,   24.4082
    78.772,   24.4082
    78.815,   24.4082
    78.857,   24.4082
    78.899,   24.4082
    78.942,   24.4082
    78.981,   24.4082
    79.023,   24.4082
    79.064,   24.4082
    79.105,   24.4082
    79.149,   24.4082
    79.189,   24.4082
    79.230,   24.4082
    79.274,   24.4082
    79.322,   24.4082
    79.357,   24.4082
    79.397,   24.4082
    79.442,   24.4082
    79.482,   24.4082
    79.522,   24.4082
    79.566,   24.4082
    79.606,   24.4082
    79.653,   24.4082
    79.694,   24.4082
    79.738,   24.4082
    79.773,   24.4082
    79.813,   24.4082
    79.858,   24.4082
    79.902,   24.4082
    79.940,   24.4082
    79.980,   24.4082
    80.021,   24.4082
    80.064,   24.4082
    80.105,   24.4082
    80.149,   24.4082
    80.189,   24.4082
    80.239,   24.4082
    80.277,   24.4082
    80.321,   24.4082
    80.361,   24.4082
    80.404,   24.4082
    80.445,   24.4082
    80.486,   24.4082
    80.529,   24.4082
    80.573,   24.4082
    80.614,   24.4082
    80.646,   24.4082
    80.692,   24.4082
    80.737,   24.4082
    80.772,   24.4082
    80.820,   24.4082
    80.855,   24.4082
    80.903,   24.4082
    80.943,   24.4082
    80.982,   24.4082
    81.032,   24.4082
    81.067,   24.4082
    81.108,   24.4082
    81.155,   24.4082
    81.194,   24.4082
    81.232,   24.4082
    81.276,   24.4082
    81.314,   24.4082
    81.357,   24.4082
    81.398,   24.4082
    81.440,   24.4082
    81.483,   24.4082
    81.523,   24.4082
    81.563,   24.4082
    81.606,   24.4082
    81.647,   24.4082
    81.692,   24.4082
    81.731,   24.4082
    81.771,   24.4082
    81.815,   24.4082
    81.859,   24.4082
    81.898,   24.4082
    81.939,   24.4082
    81.984,   24.4082
    82.025,   24.4082
    82.065,   24.4082
    82.108,   24.4082
    82.148,   24.4082
    82.192,   24.4082
    82.236,   24.4082
    82.280,   24.4082
    82.316,   24.4082
    82.357,   24.4082
    82.400,   24.4082
    82.447,   24.4082
    82.481,   24.4082
    82.522,   24.4082
    82.568,   24.4082
    82.607,   24.4082
    82.651,   24.4082
    82.688,   24.4082
    82.733,   24.4082
    82.778,   24.4082
    82.816,   24.4082
    82.858,   24.4082
    82.901,   24.4082
    82.943,   24.4082
    82.983,   24.4082
    83.024,   24.4082
    83.066,   24.4082
    83.107,   24.4082
    83.151,   24.4082
    83.194,   24.4082
    83.230,   24.4082
    83.274,   24.4082
    83.318,   24.4082
    83.360,   24.4082
    83.404,   24.4082
    83.447,   24.4082
    83.485,   24.4082
    83.526,   24.4082
    83.563,   24.4082
    83.614,   24.4082
    83.646,   24.4082
    83.689,   24.4082
    83.731,   24.4082
    83.780,   24.4082
    83.819,   24.4082
    83.864,   24.4082
    83.898,   24.4082
    83.942,   24.4082
    83.987,   24.4082
    84.025,   24.4082
    84.065,   24.4082
    84.116,   24.4082
    84.148,   24.4082
    84.190,   24.4082
    84.232,   24.4082
    84.274,   24.4082
    84.316,   24.4082
    84.357,   24.4082
    84.399,   24.4082
    84.442,   24.4082
    84.485,   24.4082
    84.529,   24.4082
    84.564,   24.4082
    84.606,   24.4082
    84.652,   24.4082
    84.694,   24.4082
    84.737,   24.4082
    84.780,   24.4082
    84.814,   24.4082
    84.861,   24.4082
    84.904,   24.4082
    84.938,   24.4082
    84.982,   24.4082
    85.024,   24.4082
    85.067,   24.4082
    85.111,   24.4082
    85.153,   24.4082
    85.199,   24.4082
    85.235,   24.4082
    85.271,   24.4082
    85.317,   24.4082
    85.362,   24.4082
    85.399,   24.4082
    85.440,   24.4082
    85.487,   24.4082
    85.528,   24.4082
    85.563,   24.4082
    85.607,   24.4082
    85.647,   24.4082
    85.693,   24.4082
    85.731,   24.4082
    85.774,   24.4082
    85.814,   24.4082
    85.858,   24.4082
    85.896,   24.4082
    85.944,   24.4082
    85.987,   24.4082
    86.029,   24.4082
    86.071,   24.4082
    86.112,   24.4082
    86.154,   24.4082
    86.196,   24.4082
    86.237,   24.4082
    86.280,   24.4082
    86.325,   24.4082
    86.360,   24.4082
    86.404,   24.4082
    86.442,   24.4082
    86.488,   24.4082
    86.528,   24.4082
    86.566,   24.4082
    86.612,   24.4082
    86.652,   24.4082
    86.693,   24.4082
    86.735,   24.4082
    86.778,   24.4082
    86.821,   24.4082
    86.862,   24.4082
    86.906,   24.4082
    86.942,   24.4082
    86.981,   24.4082
    87.031,   24.4082
    87.065,   24.4082
    87.111,   24.4082
    87.152,   24.4082
    87.190,   24.4082
    87.232,   24.4082
    87.274,   24.4082
    87.316,   24.4082
    87.357,   24.4082
    87.400,   24.4082
    87.442,   24.4082
    87.481,   24.4082
    87.523,   24.4082
    87.563,   24.4082
    87.613,   24.4082
    87.651,   24.4082
    87.696,   24.4082
    87.735,   24.4082
    87.777,   24.4082
    87.818,   24.4082
    87.860,   24.4082
    87.902,   24.4082
    87.944,   24.4082
    87.986,   24.4082
    88.029,   24.4082
    88.072,   24.4082
    88.109,   24.4082
    88.153,   24.4082
    88.195,   24.4082
    88.236,   24.4082
    88.281,   24.4082
    88.316,   24.4082
    88.357,   24.4082
    88.400,   24.4082
    88.445,   24.4082
    88.484,   24.4082
    88.525,   24.4082
    88.566,   24.4082
    88.609,   24.4082
    88.651,   24.4082
    88.692,   24.4082
    88.730,   24.4082
    88.771,   24.4082
    88.815,   24.4082
    88.859,   24.4082
    88.898,   24.4082
    88.942,   24.4082
    88.986,   24.4082
    89.021,   24.4082
    89.065,   24.4082
    89.105,   24.4082
    89.146,   24.4082
    89.188,   24.4082
    89.230,   24.4082
    89.275,   24.4082
    89.313,   24.4082
    89.356,   24.4082
    89.402,   24.4082
    89.440,   24.4082
    89.482,   24.4082
    89.521,   24.4082
    89.563,   24.4082
    89.610,   24.4082
    89.652,   24.4082
    89.691,   24.4082
    89.731,   24.4082
    89.775,   24.4082
    89.817,   24.4082
    89.857,   24.4082
    89.899,   24.4082
    89.941,   24.4082
    89.984,   24.4082
    90.021,   24.4082
    90.065,   24.4082
    90.106,   24.4082
    90.152,   24.4082
    90.193,   24.4082
    90.234,   24.4082
    90.277,   24.4082
    90.319,   24.4082
    90.354,   24.4082
    90.399,   24.4082
    90.444,   24.4082
    90.479,   24.4082
    90.525,   24.4082
    90.566,   24.4082
    90.606,   24.4082
    90.648,   24.4082
    90.692,   24.4082
    90.731,   24.4082
    90.773,   24.4082
    90.816,   24.4082
    90.857,   24.4082
    90.897,   24.4082
    90.942,   24.4082
    90.980,   24.4082
    91.022,   24.4082
    91.064,   24.4082
    91.105,   24.4082
    91.148,   24.4082
    91.190,   24.4082
    91.230,   24.4082
    91.274,   24.4082
    91.316,   24.4082
    91.358,   24.4082
    91.401,   24.4082
    91.443,   24.4082
    91.483,   24.4082
    91.523,   24.4082
    91.564,   24.4082
    91.605,   24.4082
    91.647,   24.4082
    91.688,   24.4082
    91.730,   24.4082
    91.772,   24.4082
    91.814,   24.4082
    91.855,   24.4082
    91.901,   24.4082
    91.940,   24.4082
    91.981,   24.4082
    92.024,   34.2636
    92.064,   34.2636
    92.107,   34.2636
    92.151,   34.2636
    92.192,   34.2636
    92.232,   34.2636
    92.272,   34.2636
    92.318,   34.2636
    92.356,   34.2636
    92.399,   34.2636
    92.442,   34.2636
    92.484,   34.2636
    92.527,   34.2636
    92.565,   34.2636
    92.605,   34.2636
    92.651,   34.2636
    92.692,   34.2636
    92.734,   34.2636
    92.773,   34.2636
    92.816,   34.2636
    92.859,   34.2636
    92.899,   34.2636
    92.940,   34.2636
    92.980,   34.2636
    93.023,   34.2636
    93.063,   34.2636
    93.110,   34.2636
    93.147,   34.2636
    93.191,   34.2636
    93.233,   34.2636
    93.273,   34.2636
    93.317,   34.2636
    93.358,   34.2636
    93.401,   34.2636
    93.438,   34.2636
    93.480,   34.2636
    93.525,   34.2636
    93.566,   34.2636
    93.606,   34.2636
    93.646,   34.2636
    93.689,   34.2636
    93.732,   34.2636
    93.771,   34.2636
    93.816,   34.2636
    93.859,   34.2636
    93.896,   34.2636
    93.938,   34.2636
    93.982,   34.2636
    94.026,   34.2636
    94.068,   34.2636
    94.109,   34.2636
    94.152,   34.2636
    94.191,   34.2636
    94.231,   34.2636
    94.272,   34.2636
    94.319,   34.2636
    94.358,   34.2636
    94.396,   34.2636
    94.439,   34.2636
    94.485,   34.2636
    94.528,   34.2636
    94.563,   34.2636
    94.607,   34.2636
    94.651,   34.2636
    94.692,   34.2636
    94.734,   34.2636
    94.776,   34.2636
    94.818,   34.2636
    94.859,   34.2636
    94.902,   34.2636
    94.939,   34.2636
    94.980,   34.2636
    95.021,   34.2636
    95.063,   34.2636
    95.110,   34.2636
    95.152,   34.2636
    95.188,   34.2636
    95.236,   34.2636
    95.273,   34.2636
    95.314,   34.2636
    95.355,   34.2636
    95.397,   34.2636
    95.439,   34.2636
    95.480,   34.2636
    95.528,   34.2636
    95.563,   34.2636
    95.610,   34.2636
    95.651,   34.2636
    95.694,   34.2636
    95.736,   34.2636
    95.775,   34.2636
    95.819,   34.2636
    95.856,   34.2636
    95.899,   34.2636
    95.943,   34.2636
    95.983,   34.2636
    96.025,   34.2636
    96.067,   34.2636
    96.108,   34.2636
    96.150,   34.2636
    96.192,   34.2636
    96.233,   34.2636
    96.275,   34.2636
    96.317,   34.2636
    96.358,   34.2636
    96.401,   34.2636
    96.442,   34.2636
    96.483,   34.2636
    96.525,   34.2636
    96.567,   34.2636
    96.608,   34.2636
    96.651,   34.2636
    96.692,   34.2636
    96.733,   34.2636
    96.775,   34.2636
    96.818,   34.2636
    96.858,   34.2636
    96.900,   34.2636
    96.942,   34.2636
    96.983,   34.2636
    97.025,   34.2636
    97.068,   34.2636
    97.109,   34.2636
    97.151,   34.2636
    97.194,   34.2636
    97.231,   34.2636
    97.272,   34.2636
    97.314,   34.2636
    97.362,   34.2636
    97.399,   34.2636
    97.438,   34.2636
    97.481,   34.2636
    97.525,   34.2636
    97.566,   34.2636
    97.610,   34.2636
    97.649,   34.2636
    97.694,   34.2636
    97.729,   34.2636
    97.771,   34.2636
    97.813,   34.2636
    97.855,   34.2636
    97.896,   34.2636
    97.939,   34.2636
    97.983,   34.2636
    98.025,   34.2636
    98.066,   34.2636
    98.106,   34.2636
    98.147,   34.2636
    98.192,   34.2636
    98.233,   34.2636
    98.277,   34.2636
    98.314,   34.2636
    98.359,   34.2636
    98.399,   34.2636
    98.443,   34.2636
    98.481,   34.2636
    98.524,   34.2636
    98.566,   34.2636
    98.606,   34.2636
    98.649,   34.2636
    98.688,   34.2636
    98.735,   34.2636
    98.771,   34.2636
    98.814,   34.2636
    98.855,   34.2636
    98.899,   34.2636
    98.940,   34.2636
    98.982,   34.2636
    99.024,   34.2636
    99.068,   34.2636
    99.105,   34.2636
    99.146,   34.2636
    99.189,   34.2636
    99.231,   34.2636
    99.273,   34.2636
    99.316,   34.2636
    99.360,   34.2636
    99.399,   34.2636
    99.438,   34.2636
    99.481,   34.2636
    99.522,   34.2636
    99.563,   34.2636
    99.611,   34.2636
    99.647,   34.2636
    99.690,   34.2636
    99.730,   34.2636
    99.774,   34.2636
    99.815,   34.2636
    99.857,   34.2636
    99.899,   34.2636
    99.938,   34.2636
    99.982,   34.2636
   100.022,   34.2636
   100.063,   34.2636
   100.109,   34.2636
   100.150,   34.2636
   100.191,   34.2636
   100.231,   34.2636
   100.275,   34.2636
   100.315,   34.2636
   100.358,   34.2636
   100.399,   34.2636
   100.438,   34.2636
   100.482,   34.2636
   100.526,   34.2636
   100.565,   34.2636
   100.608,   34.2636
   100.651,   34.2636
   100.691,   34.2636
   100.731,   34.2636
   100.772,   34.2636
   100.816,   34.2636
   100.859,   34.2636
   100.902,   34.2636
   100.944,   34.2636
   100.982,   34.2636
   101.027,   34.2636
   101.068,   34.2636
   101.105,   34.2636
   101.147,   34.2636
   101.189,   34.2636
   101.230,   34.2636
   101.278,   34.2636
   101.319,   34.2636
   101.360,   34.2636
   101.403,   34.2636
   101.441,   34.2636
   101.479,   34.2636
   101.522,   34.2636
   101.564,   34.2636
   101.605,   34.2636
   101.647,   34.2636
   101.689,   34.2636
   101.730,   34.2636
   101.773,   34.2636
   101.814,   34.2636
   101.855,   34.2636
   101.897,   34.2636
   101.939,   34.2636
   101.981,   34.2636
   102.023,   34.2636
   102.065,   34.2636
   102.106,   34.2636
   102.148,   34.2636
   102.191,   34.2636
   102.231,   34.2636
   102.274,   34.2636
   102.316,   34.2636
   102.355,   34.2636
   102.399,   34.2636
   102.438,   34.2636
   102.484,   34.2636
   102.524,   34.2636
   102.567,   34.2636
   102.607,   34.2636
   102.647,   34.2636
   102.692,   34.2636
   102.733,   34.2636
   102.775,   34.2636
   102.818,   34.2636
   102.858,   34.2636
   102.901,   34.2636
   102.940,   34.2636
   102.980,   34.2636
   103.022,   34.2636
   103.066,   34.2636
   103.106,   34.2636
   103.149,   34.2636
   103.191,   34.2636
   103.230,   34.2636
   103.272,   34.2636
   103.313,   34.2636
   103.357,   34.2636
   103.403,   34.2636
   103.444,   34.2636
   103.484,   34.2636
   103.525,   34.2636
   103.566,   34.2636
   103.606,   34.2636
   103.647,   34.2636
   103.688,   34.2636
   103.735,   34.2636
   103.774,   34.2636
   103.813,   34.2636
   103.854,   34.2636
   103.897,   34.2636
   103.939,   34.2636
   103.981,   34.2636
   104.024,   34.2636
   104.064,   34.2636
   104.105,   34.2636
   104.147,   34.2636
   104.195,   34.2636
   104.232,   34.2636
   104.272,   34.2636
   104.314,   34.2636
   104.355,   34.2636
   104.397,   34.2636
   104.439,   34.2636
   104.480,   34.2636
   104.522,   34.2636
   104.563,   34.2636
   104.611,   34.2636
   104.651,   34.2636
   104.692,   34.2636
   104.733,   34.2636
   104.776,   34.2636
   104.819,   34.2636
   104.854,   34.2636
   104.899,   34.2636
   104.938,   34.2636
   104.985,   34.2636
   105.027,   34.2636
   105.063,   34.2636
   105.105,   34.2636
   105.147,   34.2636
   105.189,   34.2636
   105.231,   34.2636
   105.272,   34.2636
   105.315,   34.2636
   105.358,   34.2636
   105.402,   34.2636
   105.442,   34.2636
   105.483,   34.2636
   105.522,   34.2636
   105.567,   34.2636
   105.608,   34.2636
   105.650,   34.2636
   105.692,   34.2636
   105.731,   34.2636
   105.772,   34.2636
   105.816,   34.2636
   105.859,   34.2636
   105.898,   34.2636
   105.943,   34.2636
   105.984,   34.2636
   106.026,   34.2636
   106.068,   34.2636
   106.109,   34.2636
   106.151,   34.2636
   106.193,   34.2636
   106.235,   34.2636
   106.277,   34.2636
   106.319,   34.2636
   106.360,   34.2636
   106.403,   34.2636
   106.445,   34.2636
   106.485,   34.2636
   106.527,   34.2636
   106.569,   34.2636
   106.609,   34.2636
   106.651,   34.2636
   106.693,   34.2636
   106.734,   34.2636
   106.775,   34.2636
   106.813,   34.2636
   106.858,   34.2636
   106.898,   34.2636
   106.939,   34.2636
   106.980,   34.2636
   107.025,   34.2636
   107.065,   34.2636
   107.104,   34.2636
   107.151,   34.2636
   107.194,   34.2636
   107.234,   34.2636
   107.276,   34.2636
   107.318,   34.2636
   107.360,   34.2636
   107.402,   34.2636
   107.443,   34.2636
   107.483,   34.2636
   107.526,   34.2636
   107.565,   34.2636
   107.605,   34.2636
   107.647,   34.2636
   107.689,   34.2636
   107.730,   34.2636
   107.773,   34.2636
   107.816,   34.2636
   107.856,   34.2636
   107.904,   34.2636
   107.942,   34.2636
   107.983,   34.2636
   108.022,   34.2636
   108.064,   34.2636
   108.109,   34.2636
   108.149,   34.2636
   108.192,   34.2636
   108.235,   34.2636
   108.278,   34.2636
   108.320,   34.2636
   108.360,   34.2636
   108.401,   34.2636
   108.443,   34.2636
   108.483,   34.2636
   108.521,   34.2636
   108.569,   34.2636
   108.606,   34.2636
   108.648,   34.2636
   108.689,   34.2636
   108.736,   34.2636
   108.778,   34.2636
   108.815,   34.2636
   108.854,   34.2636
   108.897,   34.2636
   108.939,   34.2636
   108.980,   34.2636
   109.022,   34.2636
   109.065,   34.2636
   109.112,   34.2636
   109.150,   34.2636
   109.189,   34.2636
   109.230,   34.2636
   109.276,   34.2636
   109.318,   34.2636
   109.358,   34.2636
   109.398,   34.2636
   109.441,   34.2636
   109.479,   34.2636
   109.522,   34.2636
   109.563,   34.2636
   109.610,   34.2636
   109.649,   34.2636
   109.688,   34.2636
   109.730,   34.2636
   109.774,   34.2636
   109.815,   34.2636
   109.854,   34.2636
   109.901,   34.2636
   109.943,   34.2636
   109.984,   34.2636
   110.027,   34.2636
   110.069,   34.2636
   110.107,   34.2636
   110.151,   34.2636
   110.188,   34.2636
   110.234,   34.2636
   110.273,   34.2636
   110.315,   34.2636
   110.356,   34.2636
   110.400,   34.2636
   110.441,   34.2636
   110.482,   34.2636
   110.525,   34.2636
   110.563,   34.2636
   110.609,   34.2636
   110.649,   34.2636
   110.691,   34.2636
   110.733,   34.2636
   110.775,   34.2636
   110.814,   34.2636
   110.855,   34.2636
   110.899,   34.2636
   110.941,   34.2636
   110.980,   34.2636
