location,parameter,dss file,dss path
Trinity River,Cloudiness,forecast/simGroups/F13-03-ensemble/bc.dss,/MR SAC.-TRINITY RIVER/TCAC1 - CALC DATA-CLOUD COVER/%-CLOUD COVER//1DAY/Mar50-H-2018/
Trinity River,Air Temperature,forecast/simGroups/F13-03-ensemble/bc.dss,/MR SAC.-TRINITY RIVER/TCAC1 - CALC DATA-AIR TEMPERATURE/TEMP-AIR//1HOUR/Mar50-H-2018/
TRINITY LAKE,INFLOW,forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/TRINITY LAKE/INFLOW//1MON/Mar50-H-2018/
TRINITY LAKE,FLOW-IN,forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/TRINITY LAKE/FLOW-IN//1DAY/Mar50-H-2018/
TRINITY LAKE,VOLUME-EST EVAPORATION,forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/TRINITY LAKE/VOLUME-EST EVAPORATION//1MON/Mar50-H-2018/
TRINITY LAKE,,forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/TRINITY LAKE/VOLUME-EST EVAPORATION//1DAY/Mar50-H-2018/
TRINITY LAKE,VOLUME-RELEASE,forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/TRINITY LAKE/VOLUME-RELEASE//1MON/Mar50-H-2018/
TRINITY LAKE,FLOW-RELEASE,forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/TRINITY LAKE/FLOW-RELEASE//1HOUR/Mar50-H-2018/
LEWISTON RESERVOIR,VOLUME-RIVER RELEASE,forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/LEWISTON RESERVOIR/VOLUME-RIVER RELEASE//1MON/Mar50-H-2018/
LEWISTON RESERVOIR,FLOW-RIVER RELEASE,forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/LEWISTON RESERVOIR/FLOW-RIVER RELEASE//1DAY/Mar50-H-2018/
LEWISTON RESERVOIR,VOLUME-CLEAR CREEK DIVERSION,forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/LEWISTON RESERVOIR/VOLUME-CLEAR CREEK DIVERSION//1MON/Mar50-H-2018/
CARR POWERHOUSE,FLOW-RELEASE,forecast/simGroups/F13-03-ensemble/bc.dss,/CLEAR CREEK/CARR POWERHOUSE/FLOW-RELEASE//1HOUR/Mar50-H-2018/
TRINITY LAKE,STORAGE,forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/TRINITY LAKE/STORAGE//1MON/Mar50-H-2018/
TRINITY LAKE,STORAGE-CHANGE,forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/TRINITY LAKE/STORAGE-CHANGE//1MON/Mar50-H-2018/
TRINITY LAKE,ELEVATION (FEET),forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/TRINITY LAKE/ELEVATION (FEET)//1MON/Mar50-H-2018/
TRINITY LAKE,AREA (ACRES),forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/TRINITY LAKE/AREA (ACRES)//1MON/Mar50-H-2018/
TRINITY LAKE,STORAGE-CVP,forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/TRINITY LAKE/STORAGE-CVP//1DAY/Mar50-H-2018/
TRINITY LAKE,FLOW-ACC-DEP,forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/TRINITY LAKE/FLOW-ACC-DEP//1DAY/Mar50-H-2018/
TRINITY LAKE,VOLUME-BALANCE,forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/TRINITY LAKE/VOLUME-BALANCE//1MONTH/Mar50-H-2018/
EF TRINITY,FLOW-IN,forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/EF TRINITY/FLOW-IN//1DAY/Mar50-H-2018/
STUART FORK,FLOW-IN,forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/STUART FORK/FLOW-IN//1DAY/Mar50-H-2018/
SWIFT CR,FLOW-IN,forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/SWIFT CR/FLOW-IN//1DAY/Mar50-H-2018/
TRINITY RIVER,FLOW-IN,forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/TRINITY RIVER/FLOW-IN//1DAY/Mar50-H-2018/
EF TRINITY,TEMP-WATER,forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/EF TRINITY/TEMP-WATER//1HOUR/Mar50-H-2018/
STUART FORK,TEMP-WATER,forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/STUART FORK/TEMP-WATER//1HOUR/Mar50-H-2018/
SWIFT CR,TEMP-WATER,forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/SWIFT CR/TEMP-WATER//1HOUR/Mar50-H-2018/
TRINITY RIVER,TEMP-WATER,forecast/simGroups/F13-03-ensemble/bc.dss,/TRINITY RIVER/TRINITY RIVER/TEMP-WATER//1HOUR/Mar50-H-2018/
WHISKEYTOWN LAKE,INFLOW,forecast/simGroups/F13-03-ensemble/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/INFLOW//1MON/Mar50-H-2018/
Whiskeytown,FLOW-IN,forecast/simGroups/F13-03-ensemble/bc.dss,//Whiskeytown/FLOW-IN//1DAY/Mar50-H-2018/
WHISKEYTOWN LAKE,VOLUME-EST EVAPORATION,forecast/simGroups/F13-03-ensemble/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/VOLUME-EST EVAPORATION//1MON/Mar50-H-2018/
WHISKEYTOWN LAKE,TOTAL RELEASE,forecast/simGroups/F13-03-ensemble/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/TOTAL RELEASE//1MON/Mar50-H-2018/
WHISKEYTOWN LAKE,SPRING CR.,forecast/simGroups/F13-03-ensemble/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/SPRING CR.//1MON/Mar50-H-2018/
SPRING CREEK,FLOW-PP,forecast/simGroups/F13-03-ensemble/bc.dss,//SPRING CREEK/FLOW-PP//1HOUR/Mar50-H-2018/
WHISKEYTOWN LAKE,STORAGE,forecast/simGroups/F13-03-ensemble/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/STORAGE//1MON/Mar50-H-2018/
WHISKEYTOWN LAKE,STORAGE-CHANGE,forecast/simGroups/F13-03-ensemble/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/STORAGE-CHANGE//1MON/Mar50-H-2018/
WHISKEYTOWN LAKE,ELEVATION (FEET),forecast/simGroups/F13-03-ensemble/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/ELEVATION (FEET)//1MON/Mar50-H-2018/
WHISKEYTOWN LAKE,AREA (ACRES),forecast/simGroups/F13-03-ensemble/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/AREA (ACRES)//1MON/Mar50-H-2018/
WHISKEYTOWN LAKE,FLOW-CLEAR CREEK-CFS,forecast/simGroups/F13-03-ensemble/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/FLOW-CLEAR CREEK-CFS//1MON/Mar50-H-2018/
WHISKEYTOWN DAM,CLEAR CREEK-TAF,forecast/simGroups/F13-03-ensemble/bc.dss,/CLEAR CREEK/WHISKEYTOWN DAM/CLEAR CREEK-TAF//1MON/Mar50-H-2018/
WHISKEYTOWN DAM,FLOW-RELEASE,forecast/simGroups/F13-03-ensemble/bc.dss,/CLEAR CREEK/WHISKEYTOWN DAM/FLOW-RELEASE//1HOUR/Mar50-H-2018/
WHISKEYTOWN LAKE,FLOW-CC AFRP,forecast/simGroups/F13-03-ensemble/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/FLOW-CC AFRP//1MON/Mar50-H-2018/
WHISKEYTOWN LAKE,STORAGE-CVP,forecast/simGroups/F13-03-ensemble/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/STORAGE-CVP//1DAY/Mar50-H-2018/
WHISKEYTOWN LAKE,FLOW-ACC-DEP,forecast/simGroups/F13-03-ensemble/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/FLOW-ACC-DEP//1DAY/Mar50-H-2018/
WHISKEYTOWN LAKE,VOLUME-BALANCE,forecast/simGroups/F13-03-ensemble/bc.dss,/CLEAR CREEK/WHISKEYTOWN LAKE/VOLUME-BALANCE//1MONTH/Mar50-H-2018/
SHASTA LAKE,INFLOW,forecast/simGroups/F13-03-ensemble/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/INFLOW//1MON/Mar50-H-2018/
SHASTA,FLOW-IN,forecast/simGroups/F13-03-ensemble/bc.dss,//SHASTA/FLOW-IN//1DAY/Mar50-H-2018/
SHASTA LAKE,VOLUME-EST EVAPORATION,forecast/simGroups/F13-03-ensemble/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/VOLUME-EST EVAPORATION//1MON/Mar50-H-2018/
SHASTA LAKE,TOTAL SHASTA RELEASE,forecast/simGroups/F13-03-ensemble/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/TOTAL SHASTA RELEASE//1MON/Mar50-H-2018/
SHASTA,FLOW-RELEASE,forecast/simGroups/F13-03-ensemble/bc.dss,//SHASTA/FLOW-RELEASE//1HOUR/Mar50-H-2018/
SHASTA LAKE,FLOW-KESWICK-CFS,forecast/simGroups/F13-03-ensemble/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/FLOW-KESWICK-CFS//1MON/Mar50-H-2018/
SHASTA,FLOW-RELEASE-KESWICK-CFS,forecast/simGroups/F13-03-ensemble/bc.dss,//SHASTA/FLOW-RELEASE-KESWICK-CFS//1HOUR/Mar50-H-2018/
SHASTA LAKE,KESWICK-TAF,forecast/simGroups/F13-03-ensemble/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/KESWICK-TAF//1MON/Mar50-H-2018/
SHASTA LAKE,FLOW-KESWICK TARGET (CFS),forecast/simGroups/F13-03-ensemble/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/FLOW-KESWICK TARGET (CFS)//1MON/Mar50-H-2018/
SHASTA LAKE,STORAGE,forecast/simGroups/F13-03-ensemble/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/STORAGE//1MON/Mar50-H-2018/
SHASTA LAKE,STORAGE-CHANGE,forecast/simGroups/F13-03-ensemble/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/STORAGE-CHANGE//1MON/Mar50-H-2018/
SHASTA LAKE,ELEVATION (FEET),forecast/simGroups/F13-03-ensemble/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/ELEVATION (FEET)//1MON/Mar50-H-2018/
SHASTA LAKE,AREA (ACRES),forecast/simGroups/F13-03-ensemble/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/AREA (ACRES)//1MON/Mar50-H-2018/
SHASTA LAKE,FLOW-WILKIN'S TARGET (CFS),forecast/simGroups/F13-03-ensemble/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/FLOW-WILKIN'S TARGET (CFS)//1MON/Mar50-H-2018/
SHASTA LAKE,FLOW-KESWICK TO WILKINS ACC-DEP (CFS),forecast/simGroups/F13-03-ensemble/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/FLOW-KESWICK TO WILKINS ACC-DEP (CFS)//1MON/Mar50-H-2018/
SHASTA LAKE,FLOW-FLOW@WILKIN'S SLOUGH (CFS),forecast/simGroups/F13-03-ensemble/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/FLOW-FLOW@WILKIN'S SLOUGH (CFS)//1MON/Mar50-H-2018/
SHASTA LAKE,FLOW-SAC AFRP,forecast/simGroups/F13-03-ensemble/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/FLOW-SAC AFRP//1MON/Mar50-H-2018/
SHASTA LAKE,STORAGE-CVP,forecast/simGroups/F13-03-ensemble/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/STORAGE-CVP//1DAY/Mar50-H-2018/
SHASTA LAKE,FLOW-ACC-DEP,forecast/simGroups/F13-03-ensemble/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/FLOW-ACC-DEP//1DAY/Mar50-H-2018/
SHASTA LAKE,VOLUME-BALANCE,forecast/simGroups/F13-03-ensemble/bc.dss,/SACRAMENTO RIVER/SHASTA LAKE/VOLUME-BALANCE//1MONTH/Mar50-H-2018/
Shasta-Sac-in,FLOW-IN,forecast/simGroups/F13-03-ensemble/bc.dss,//Shasta-Sac-in/FLOW-IN//1DAY/Mar50-H-2018/
Shasta-Pit-in,FLOW-IN,forecast/simGroups/F13-03-ensemble/bc.dss,//Shasta-Pit-in/FLOW-IN//1DAY/Mar50-H-2018/
Shasta-McCloud-in,FLOW-IN,forecast/simGroups/F13-03-ensemble/bc.dss,//Shasta-McCloud-in/FLOW-IN//1DAY/Mar50-H-2018/
Shasta-Sulanharas-in,FLOW-IN,forecast/simGroups/F13-03-ensemble/bc.dss,//Shasta-Sulanharas-in/FLOW-IN//1DAY/Mar50-H-2018/
Shasta-Sac-in,TEMP-WATER,forecast/simGroups/F13-03-ensemble/bc.dss,//Shasta-Sac-in/TEMP-WATER//1HOUR/Mar50-H-2018/
Shasta-Pit-in,TEMP-WATER,forecast/simGroups/F13-03-ensemble/bc.dss,//Shasta-Pit-in/TEMP-WATER//1HOUR/Mar50-H-2018/
Shasta-McCloud-in,TEMP-WATER,forecast/simGroups/F13-03-ensemble/bc.dss,//Shasta-McCloud-in/TEMP-WATER//1HOUR/Mar50-H-2018/
IGO,FLOW-BALANCE,forecast/simGroups/F13-03-ensemble/bc.dss,//IGO/FLOW-BALANCE/01Jan3000/1DAY/Mar50-H-2018/
SHARON AVE (11370700),FLOW,forecast/simGroups/F13-03-ensemble/bc.dss,/ANDERSON-COTTONWOOD CANAL/SHARON AVE (11370700)/FLOW/01Jan3000/1DAY/Mar50-H-2018/
BATTLE_CREEK,FLOW-IN,forecast/simGroups/F13-03-ensemble/bc.dss,/USBR/BATTLE_CREEK/FLOW-IN/01Jan3000/1DAY/Mar50-H-2018/
BATTLE_CREEK,,forecast/simGroups/F13-03-ensemble/bc.dss,/USBR/BATTLE_CREEK/TEMP-IN/01Jan3000/1DAY/Mar50-H-2018/
CLEAR CREEK WHI INFLOW ADJUSTED,,forecast/simGroups/F13-03-ensemble/bc.dss,/USBR/CLEAR CREEK WHI INFLOW ADJUSTED/TEMP-WATER/01Jan3000/1DAY/Mar50-H-2018/
COTTONWOOD_CREEK,FLOW-IN,forecast/simGroups/F13-03-ensemble/bc.dss,/USBR/COTTONWOOD_CREEK/FLOW-IN/01Jan3000/1DAY/Mar50-H-2018/
COTTONWOOD_CREEK,,forecast/simGroups/F13-03-ensemble/bc.dss,/USBR/COTTONWOOD_CREEK/TEMP-IN/01Jan3000/1DAY/Mar50-H-2018/
COW_CREEK,FLOW-IN,forecast/simGroups/F13-03-ensemble/bc.dss,/USBR/COW_CREEK/FLOW-IN/01Jan3000/1DAY/Mar50-H-2018/
COW_CREEK,,forecast/simGroups/F13-03-ensemble/bc.dss,/USBR/COW_CREEK/TEMP-IN/01Jan3000/1DAY/Mar50-H-2018/
TRINITY R BROWNS CK,FLOW,forecast/simGroups/F13-03-ensemble/bc.dss,/USBR/TRINITY R BROWNS CK/FLOW/01Jan3000/1DAY/Mar50-H-2018/
TRINITY R BROWNS CK,,forecast/simGroups/F13-03-ensemble/bc.dss,/USBR/TRINITY R BROWNS CK/TEMP-WATER/01Jan3000/1DAY/Mar50-H-2018/
TRINITY R CANYON CK,FLOW,forecast/simGroups/F13-03-ensemble/bc.dss,/USBR/TRINITY R CANYON CK/FLOW/01Jan3000/1DAY/Mar50-H-2018/
TRINITY R CANYON CK,,forecast/simGroups/F13-03-ensemble/bc.dss,/USBR/TRINITY R CANYON CK/TEMP-WATER/01Jan3000/1DAY/Mar50-H-2018/
TRINITY R GRASS VALLEY CK,FLOW,forecast/simGroups/F13-03-ensemble/bc.dss,/USBR/TRINITY R GRASS VALLEY CK/FLOW/01Jan3000/1DAY/Mar50-H-2018/
TRINITY R GRASS VALLEY CK,,forecast/simGroups/F13-03-ensemble/bc.dss,/USBR/TRINITY R GRASS VALLEY CK/TEMP-WATER/01Jan3000/1DAY/Mar50-H-2018/
TRINITY R INDIAN CK,FLOW,forecast/simGroups/F13-03-ensemble/bc.dss,/USBR/TRINITY R INDIAN CK/FLOW/01Jan3000/1DAY/Mar50-H-2018/
TRINITY R INDIAN CK,,forecast/simGroups/F13-03-ensemble/bc.dss,/USBR/TRINITY R INDIAN CK/TEMP-WATER/01Jan3000/1DAY/Mar50-H-2018/
TRINITY R READING CK,FLOW,forecast/simGroups/F13-03-ensemble/bc.dss,/USBR/TRINITY R READING CK/FLOW/01Jan3000/1DAY/Mar50-H-2018/
TRINITY R READING CK,,forecast/simGroups/F13-03-ensemble/bc.dss,/USBR/TRINITY R READING CK/TEMP-WATER/01Jan3000/1DAY/Mar50-H-2018/
TRINITY R RUSH CK,FLOW,forecast/simGroups/F13-03-ensemble/bc.dss,/USBR/TRINITY R RUSH CK/FLOW/01Jan3000/1DAY/Mar50-H-2018/
TRINITY R RUSH CK,,forecast/simGroups/F13-03-ensemble/bc.dss,/USBR/TRINITY R RUSH CK/TEMP-WATER/01Jan3000/1DAY/Mar50-H-2018/
TRINITY R WEAVER CK,FLOW,forecast/simGroups/F13-03-ensemble/bc.dss,/USBR/TRINITY R WEAVER CK/FLOW/01Jan3000/1DAY/Mar50-H-2018/
TRINITY R WEAVER CK,,forecast/simGroups/F13-03-ensemble/bc.dss,/USBR/TRINITY R WEAVER CK/TEMP-WATER/01Jan3000/1DAY/Mar50-H-2018/
CLEAR CR ABOVE JCR INFLOW,FLOW,forecast/simGroups/F13-03-ensemble/bc.dss,/USBR-LINEARINTERP/CLEAR CR ABOVE JCR INFLOW/FLOW/01Jan3000/1DAY/Mar50-H-2018/
ZERO-BY-DAY,FLOW-ZERO,forecast/simGroups/F13-03-ensemble/bc.dss,//ZERO-BY-DAY/FLOW-ZERO//1DAY/Mar50-H-2018/
ZERO-BY-HOUR,FLOW-ZERO,forecast/simGroups/F13-03-ensemble/bc.dss,//ZERO-BY-HOUR/FLOW-ZERO//1Hour/Mar50-H-2018/
ZERO-BY-HOUR,GATES-ZERO,forecast/simGroups/F13-03-ensemble/bc.dss,//ZERO-BY-HOUR/GATES-ZERO//1Hour/Mar50-H-2018/
ONE-BY-HOUR,GATES-ONE,forecast/simGroups/F13-03-ensemble/bc.dss,//ONE-BY-HOUR/GATES-ONE//1Hour/Mar50-H-2018/
FIVE-BY-HOUR,GATES-FIVE,forecast/simGroups/F13-03-ensemble/bc.dss,//FIVE-BY-HOUR/GATES-FIVE//1Hour/Mar50-H-2018/
